"GD_mean" "nb_species" "nb_indv_mean" "SST" "regions" "cell" "x" "y"
"1" -2.11778762176007 3 4.66666666666667 -1.01615933378427 5 2060 -1.44341243887724 1.04367557847886
"2" -1.94965848926209 2 3 -1.27860167004904 5 2062 -1.44341243887724 1.17155322636683
"3" 0.399924863028892 2 3 -0.969068142786579 5 2133 -1.41584216158138 0.979736754534883
"4" -1.26411402026348 3 3.33333333333333 -0.532243784465348 5 2205 -1.38827188428551 0.85185910664692
"5" -1.94139332251168 2 3 -1.13470405577764 5 2208 -1.38827188428551 1.04367557847886
"6" -0.967387486560373 2 5.5 -1.35770728117679 5 2356 -1.33313132969379 1.04367557847886
"7" 0.222416155561385 2 3.5 -0.923002731178712 5 2649 -1.22285022051034 0.85185910664692
"8" -1.05556938769474 3 4.33333333333333 0.11234137793977 5 2717 -1.19527994321447 0.468226162983032
"9" 0.399924863028892 2 3 -0.354400005796127 5 2721 -1.19527994321447 0.723981458758958
"10" 0.570848573237763 2 4 0.278504148652579 5 2787 -1.16770966591861 0.212470867207107
"11" -0.61812003847937 2 3.5 0.11581903980332 5 2792 -1.16770966591861 0.532164986927013
"12" 0.154126486064119 4 5.25 -1.17911504450789 5 2800 -1.16770966591861 1.04367557847886
"13" 0.647920650491557 10 9.1 0.230541754204983 5 2863 -1.14013938862275 0.340348515095069
"14" 0.604234505577463 5 4.8 0.219125523100725 5 2864 -1.14013938862275 0.404287339039051
"15" 0.656961880694301 6 5 0.263643212907562 5 2865 -1.14013938862275 0.468226162983032
"16" -0.184610195581289 5 3.2 0.202424833510643 5 2867 -1.14013938862275 0.596103810870995
"17" -0.317614752883664 2 5 -1.1077068947664 5 2874 -1.14013938862275 1.04367557847886
"18" 0.514662570022809 7 9.71428571428571 0.349223776926751 5 2936 -1.11256911132688 0.276409691151088
"19" 0.0740711507743732 10 12.6 0.2501225122276 5 2937 -1.11256911132688 0.340348515095069
"20" 0.708092750827456 4 6.25 0.279949504147626 5 2938 -1.11256911132688 0.404287339039051
"21" -0.366383331714362 4 3.25 0.117267886569516 5 2942 -1.11256911132688 0.660042634814976
"22" 0.870074110514324 6 10.5 0.523311154697881 5 3009 -1.08499883403102 0.212470867207107
"23" -0.66913754332565 2 2 -0.0325417086213955 5 3017 -1.08499883403102 0.723981458758958
