"GD_mean" "nb_species" "nb_indv_mean" "SST" "Alt" "regions" "cell" "x" "y"
-2.11778762176053 3 -0.00480127335071302 -1.01615933378427 0.884193595961279 5 2060 -1.44341243887724 1.04367557847886
-1.94965848926225 2 -0.58235091818341 -1.27860167004904 0.0343001878374173 5 2062 -1.44341243887724 1.17155322636683
0.399924863028907 2 -0.58235091818341 -0.969068142786579 1.60512495156681 5 2133 -1.41584216158138 0.979736754534883
-1.26411402026371 3 -0.466840989216872 -0.532243784465348 1.41918372326237 5 2205 -1.38827188428551 0.85185910664692
-1.94139332251189 2 -0.58235091818341 -1.13470405577764 1.69629423960963 5 2208 -1.38827188428551 1.04367557847886
-0.967387486560352 2 0.283973549065634 -1.35770728117679 1.77227329252318 5 2356 -1.33313132969379 1.04367557847886
0.222416155561369 2 -0.409086024733601 -0.923002731178712 2.94531959826078 5 2649 -1.22285022051034 0.85185910664692
-1.05556938769468 3 -0.120311202317254 0.11234137793977 1.84930793349353 5 2717 -1.19527994321447 0.468226162983032
0.399924863028907 2 -0.58235091818341 -0.354400005796127 1.32027247282719 5 2721 -1.19527994321447 0.723981458758958
0.57084857323776 2 -0.235821131283792 0.278504148652579 0.936817891483739 5 2787 -1.16770966591861 0.212470867207107
-0.61812003847943 2 -0.409086024733601 0.11581903980332 1.12745404042702 5 2792 -1.16770966591861 0.532164986927013
0.154126486064123 4 0.19734110234073 -1.17911504450789 1.07837326415302 5 2800 -1.16770966591861 1.04367557847886
0.647920650491556 10 1.53148078190426 0.230541754204983 1.56759786916535 5 2863 -1.14013938862275 0.340348515095069
0.604234505577457 5 0.0414026982359016 0.219125523100725 1.85676037018827 5 2864 -1.14013938862275 0.404287339039051
0.656961880694296 6 0.110708655615825 0.263643212907562 0.914700820529199 5 2865 -1.14013938862275 0.468226162983032
-0.184610195581273 5 -0.513044960803486 0.202424833510643 0.0763872116239032 5 2867 -1.14013938862275 0.596103810870995
-0.317614752883612 2 0.110708655615825 -1.1077068947664 0.676287743366667 5 2874 -1.14013938862275 1.04367557847886
0.514662570022805 7 1.74434907957116 0.349223776926751 1.1676627756176 5 2936 -1.11256911132688 0.276409691151088
0.0740711507743594 10 2.74433503605292 0.2501225122276 -0.419947971428554 5 2937 -1.11256911132688 0.340348515095069
0.708092750827463 4 0.543870889240347 0.279949504147626 -0.26309024084302 5 2938 -1.11256911132688 0.404287339039051
-0.366383331714314 4 -0.495718471458506 0.117267886569516 0.0490320781143449 5 2942 -1.11256911132688 0.660042634814976
0.870074110514318 6 2.01662248356372 0.523311154697881 -0.377658282915959 5 3009 -1.08499883403102 0.212470867207107
-0.669137543325634 2 -0.928880705083028 -0.0325417086213955 -0.198713929900913 5 3017 -1.08499883403102 0.723981458758958
-0.0232476561982927 7 0.952280995229183 -0.207493956253843 -0.0900653587331869 5 3018 -1.08499883403102 0.787920282702939
0.798260377332451 2 -0.409086024733601 -0.408049378055155 -0.043883563347361 5 3019 -1.08499883403102 0.85185910664692
0.472785331422457 5 -0.859574747703104 -0.636554634039765 0.0817724386373131 5 3020 -1.08499883403102 0.915797930590902
-0.546119999046765 2 -0.409086024733601 -1.0914371026023 0.152399328661546 5 3022 -1.08499883403102 1.04367557847886
1.17915192086151 3 -0.351331060250331 0.0816586957485324 -0.326616109018418 5 3090 -1.05742855673516 0.660042634814976
0.399924863028907 3 -0.928880705083028 -0.0381189139878794 -0.284142164680547 5 3091 -1.05742855673516 0.723981458758958
0.326591916903536 16 0.977033122864869 -0.202037309069518 -0.12212685914004 5 3092 -1.05742855673516 0.787920282702939
0.0114065807478023 14 0.0117001450730758 -0.399337660668557 0.0998074778460949 5 3093 -1.05742855673516 0.85185910664692
0.389914324511378 2 -0.928880705083028 -0.624408818713835 -0.0418145467433606 5 3094 -1.05742855673516 0.915797930590902
0.435718600928341 3 6.11722496187585 -3.08187745284441 -0.45656155643931 5 3103 -1.05742855673516 1.49124734608673
0.681214791884197 11 -0.45634008658355 0.0520022240501122 -0.365056686077088 5 3164 -1.02985827943929 0.660042634814976
0.390786068050664 6 -0.81337077611649 -0.0587043696281118 -0.347390944467428 5 3165 -1.02985827943929 0.723981458758958
0.348209947600442 8 -0.365769801371149 -0.219591699188824 -0.283162946477488 5 3166 -1.02985827943929 0.787920282702939
0.0254132876784896 17 -0.174668815948567 -0.410886185233454 -0.0354304953580329 5 3167 -1.02985827943929 0.85185910664692
0.478967969185025 7 -0.532846662912037 -0.629898481591149 -0.0542049049831221 5 3168 -1.02985827943929 0.915797930590902
0.0656578073892349 3 -0.81337077611649 -0.867203689633366 -0.102138349390133 5 3169 -1.02985827943929 0.979736754534883
-0.551811980283031 4 -0.495718471458506 -1.10892880072393 0.00485435796427089 5 3170 -1.02985827943929 1.04367557847886
0.00814175892250597 3 -0.697860847149948 -1.36192867121796 0.035393605385676 5 3171 -1.02985827943929 1.10761440242285
-0.598601438349217 16 0.327289772428086 -1.62859108013347 0.0972363001102364 5 3172 -1.02985827943929 1.17155322636683
-0.178792610969454 12 0.226218584582363 0.784745589055656 0.455572732478266 7 3229 -1.00228800214343 0.0845932193191439
0.529000439429687 8 -0.365769801371149 0.026553759663483 -0.325391516825188 5 3238 -1.00228800214343 0.660042634814976
1.12232583719166 10 -0.651656875563334 -0.083943820824415 -0.27081811253647 5 3239 -1.00228800214343 0.723981458758958
0.624493612034773 12 -0.697860847149948 -0.239597674675429 -0.282266566557183 5 3240 -1.00228800214343 0.787920282702939
0.476926749538563 14 -0.136812620741043 -0.435139760768717 -0.252289589016159 5 3241 -1.00228800214343 0.85185910664692
-1.31017541507395 6 -0.524595953700139 -0.644103330540891 -0.167591940375946 5 3242 -1.00228800214343 0.915797930590902
0.399924863028907 4 -0.755615811633219 -0.87152579062728 -0.137837484966564 5 3243 -1.00228800214343 0.979736754534883
0.416026080852147 14 0.110708655615825 -1.11332758045179 -0.0431631548121401 5 3244 -1.00228800214343 1.04367557847886
-0.188974161982578 7 -0.0873083654696702 -1.36532467000578 0.106230942136755 5 3245 -1.00228800214343 1.10761440242285
0.442377853315447 3 -0.58235091818341 -1.64968908280097 -0.0654665771810933 5 3246 -1.00228800214343 1.17155322636683
-1.6108232025649 6 0.283973549065634 0.879416437783667 -1.45693079079139 5 3305 -0.974717724847567 0.212470867207107
0.26379563939886 11 -0.330329254983687 0.016712973798 -0.355651054406376 5 3312 -0.974717724847567 0.660042634814976
0.527059183505162 19 -0.782973426388451 -0.0951253160473076 -0.285551394930384 5 3313 -0.974717724847567 0.723981458758958
-0.0641741072976489 26 -0.569022849456501 -0.258430063428914 -0.15347767022976 5 3314 -0.974717724847567 0.787920282702939
0.30083362688481 18 -0.678609192322194 -0.464391332868318 -0.182627028206213 5 3315 -0.974717724847567 0.85185910664692
0.956012732776429 4 -0.668983364908315 -0.665392886008532 -0.203730101737984 5 3316 -0.974717724847567 0.915797930590902
-0.253106374740577 4 0.80376822941506 -0.874406611721192 -0.121560609383596 5 3317 -0.974717724847567 0.979736754534883
0.178320947924919 14 0.135460783251512 -1.11128282446836 -0.17178292965396 5 3318 -0.974717724847567 1.04367557847886
0.512974407773155 5 1.56613376059422 -1.37316953923861 -0.131826766399569 5 3319 -0.974717724847567 1.10761440242285
0.00814175892250597 3 -0.697860847149948 -1.66830614732706 -0.188328374174889 5 3320 -0.974717724847567 1.17155322636683
0.169948787165076 11 -0.267323839183757 0.033691014334668 -0.332668464376712 5 3386 -0.947147447551704 0.660042634814976
1.0882110847332 20 -0.547697939493448 -0.114079861293595 -0.158564160826973 5 3387 -0.947147447551704 0.723981458758958
-0.407102134059942 21 -0.169815457588627 -0.26813242079548 0.00471597306540201 5 3388 -0.947147447551704 0.787920282702939
-0.30309407304018 35 -0.463540705532114 -0.486580643934435 -0.012307507414589 5 3389 -0.947147447551704 0.85185910664692
0.388945562070701 4 -0.495718471458506 -0.699871562737766 -0.101930968611047 5 3390 -0.947147447551704 0.915797930590902
-0.210371298727504 3 0.110708655615825 -0.884786998253081 -0.0467877161426122 5 3391 -0.947147447551704 0.979736754534883
-0.421207210490706 5 -0.790268790323181 0.89293641337094 -1.5827302436188 7 3455 -0.919577170255841 0.340348515095069
1.11122053228987 2 0.110708655615825 0.0578981772819719 -0.328758523336653 5 3460 -0.919577170255841 0.660042634814976
0.692704217224112 2 -0.928880705083028 -0.121699868355193 -0.208956211402449 5 3461 -0.919577170255841 0.723981458758958
