"x" "y" "cell" "GD_mean" "nb_species" "nb_indv_mean" "cloMeanVal" "bathyVal" "O2" "SST" "regions"
-0.973481793382689 0.103946970892417 2937 1.28109737570092 6 0.00998316476347725 -0.00625686369289893 0.469507134365958 -1.0518217865584 0.996796766944545 "atlantic"
-0.951897141999644 0.000503781765229795 3009 0.700538681277222 5 0.0767081347853613 -0.374852223443752 0.491343702244826 -1.0518217865584 1.1192195261953 "atlantic"
-0.9303124906166 1.0349356730371 3103 0.141256286238756 11 1.54162452208399 0.124049555035083 0.450601461080188 1.48887723384233 -1.70440022083854 "atlantic"
-0.887143187850512 0.0522253763288234 3232 -0.100053707470411 13 0.253785939843437 0.971507692252044 0.494369440955302 -1.0518217865584 1.06539007395544 "atlantic"
-0.887143187850512 0.362554943710385 3238 1.01811980006651 3 -0.0734230477638762 4.16395976249167 0.518332001891681 -0.834405075057135 0.831929100645038 "atlantic"
-0.865558536467467 -0.102939407361957 3303 0.878456532936423 10 -0.223554230313114 -0.25163661810532 0.614387966920167 -1.0518217865584 1.22214823957948 "atlantic"
-0.865558536467467 -0.0512178127983638 3304 0.495797256528014 255 1.0275389575972 -0.396308765838136 -0.55525028514467 -1.0518217865584 1.1890605301971 "atlantic"
-0.865558536467467 0.000503781765229795 3305 0.409451742626125 110 0.488431529352211 0.181643388634681 -0.0659459872027488 -1.0518217865584 1.13830302281095 "atlantic"
-0.865558536467467 0.0522253763288234 3306 0.210146498969745 23 0.089763020224426 -0.465660119748195 0.396983179294662 -1.0518217865584 1.10789311351925 "atlantic"
-0.865558536467467 0.103946970892417 3307 1.33073428329792 8 -0.323641685345939 -0.242345176265515 0.43801640944804 -1.0518217865584 1.07297849508164 "atlantic"
-0.865558536467467 0.362554943710385 3312 0.794495947659018 5 0.276883044851012 2.19271250648822 0.502707284150429 -0.865127102658759 0.832210274415639 "atlantic"
-0.843973885084423 0.0522253763288234 3380 0.0637484691547688 3 -0.323641685345939 -0.571466255228064 -1.89815329133517 -1.0518217865584 1.14127935769879 "atlantic"
-0.843973885084423 0.103946970892417 3381 -1.04614452896943 4 -0.261087025950423 -0.549525298361786 -0.568493419838463 -1.0518217865584 1.09782831648681 "atlantic"
-0.800804582318335 0.103946970892417 3529 0.152875536691885 25 -0.153493011790136 0.355615690164883 0.0950048221486697 -1.05140970453236 1.12180175531883 "atlantic"
-0.800804582318335 0.155668565456011 3530 -0.576106142317809 3 1.17767014014644 -0.401256219296362 -0.0666684229348724 -1.02808447484105 1.06842302945175 "atlantic"
-0.800804582318335 0.207390160019604 3531 0.0267712830445135 5 4.08020633609836 0.507142895756162 0.468922561114196 -0.995108757973966 0.994237126868464 "atlantic"
-0.800804582318335 0.310833349146792 3533 -0.290837301721329 22 -0.403256706394777 0.177024868780974 0.485397360761163 -0.935968655752056 0.86875174625707 "atlantic"
-0.77921993093529 0.207390160019604 3605 -0.148627334193874 4 1.74066207470608 -0.331909301388944 0.242090868623087 -1.02040063767772 0.987740062586765 "atlantic"
-0.77921993093529 0.259111754583198 3606 0.666261326270608 72 0.0308347178953173 -0.417066234735421 0.224003499651588 -0.98720839740084 0.925455754101024 "atlantic"
-0.77921993093529 0.465998132837572 3610 -0.906787892630584 4 -0.386196344741455 0.842249053652061 0.522037003122817 -0.750781298645353 0.656822414748536 "atlantic"
-0.757635279552246 0.207390160019604 3679 0.561406687225463 42 -0.264065819254971 -0.394977571423386 -0.480945235363029 -1.0511356418688 0.981761738054502 "atlantic"
-0.757635279552246 0.56944132196476 3686 -1.2398101827797 3 -0.240235472818586 10.4106671872541 0.548986709667922 0.00575664842366057 0.0887174871325715 "atlantic"
-0.736050628169202 0.465998132837572 3758 0.5224210947095 5 -0.373685412862351 -0.146570921488243 -0.749244328271337 -0.755024943554624 0.569174303166253 "atlantic"
-0.736050628169202 0.517719727401166 3759 -0.0854255253147322 11 -0.0734230477638762 1.06684665606698 0.244342778905409 -0.519918335838602 0.394753132907591 "atlantic"
-0.736050628169202 0.56944132196476 3760 0.626404816660145 6 0.176795589818186 2.65180357976599 0.469106460763115 -0.193057921635749 0.160922937647694 "atlantic"
-0.736050628169202 0.621162916528353 3761 -0.613838624508906 4 -0.0734230477638762 4.74495046078696 0.611188506762454 0.198100702124621 -0.17076293433021 "atlantic"
-0.714465976786157 0.56944132196476 3834 -0.463459200740576 3 -0.407047897873292 -0.352491158654352 -0.364382020544445 -0.268781763563189 0.161508170469161 "atlantic"
-0.714465976786157 0.621162916528353 3835 1.01029069305575 11 -0.0506758988927799 1.1223214031494 0.478361765859769 0.110945822608128 -0.15393393607219 "atlantic"
-0.692881325403113 0.103946970892417 3899 1.69157295123849 3 -0.0734230477638762 -0.548850710778355 -2.33970853605401 -1.0518217865584 1.05302147527577 "atlantic"
-0.692881325403113 0.672884511091947 3910 -0.511746683413899 5 -0.523816595411589 1.35431248732599 0.543931773913678 0.394304703886732 -0.488594092987547 "atlantic"
-0.692881325403113 0.776327700219134 3912 -1.70074809994914 11 -0.25540023873265 3.81095113040883 0.762273057295597 0.840153046570252 -1.03656922401062 "atlantic"
-0.671296674020069 -0.206382596489145 3967 -0.060960897648689 77 -0.219654719078068 -0.450936288026505 -0.42905532056754 -1.0900820080687 1.09290639281785 "atlantic"
-0.671296674020069 0.621162916528353 3983 -1.18314398979014 3 -0.407047897873292 -0.162975944300182 0.0599503059118419 0.00712684149362828 -0.138349235197582 "atlantic"
-0.671296674020069 0.672884511091947 3984 -1.16805081011533 6 -0.532157216664324 -0.185863825681675 0.359348855896313 0.338749798775565 -0.460426732435877 "atlantic"
-0.671296674020069 0.828049294782728 3987 -1.57577105934521 4 -0.198532366554908 2.6126029331253 0.69933580578769 0.874805965801645 -1.25375121698159 "atlantic"
-0.649712022637025 -1.96491681165133 4007 -1.4077481788635 5 -0.423729140378764 -0.00409205788789852 0.558363283217046 0.587899540825987 -0.679194230207622 "atlantic"
-0.649712022637025 -0.258104191052738 4040 -0.233989669822985 3 0.093389377290833 -0.466841239843702 0.303577515672446 -1.07695467195055 1.08787516279979 "atlantic"
-0.649712022637025 -0.0512178127983638 4044 0.291416774799615 45 2.31755504468696 -0.552952064062424 -2.27446159062387 -1.0518217865584 1.09398963546464 "atlantic"
-0.649712022637025 0.000503781765229795 4045 0.703815080075673 5 -0.373685412862351 -0.568150340767726 -1.83238583933846 -1.0518217865584 1.08999623783851 "atlantic"
-0.649712022637025 0.621162916528353 4057 -0.0544072866293504 11 -0.391883131959228 -0.34803531251554 -0.666098315169535 -0.0341553556028219 -0.124537475840316 "atlantic"
-0.649712022637025 0.672884511091947 4058 -0.736149328302009 9 -0.462652039558197 -0.240811741207405 0.363833629719467 0.247142251816293 -0.434590419967767 "atlantic"
-0.649712022637025 0.724606105655541 4059 0.472473874350777 5 -0.373685412862351 0.421951831721677 0.467107709754515 0.439545353021216 -0.835276946858104 "atlantic"
-0.62812737125398 -1.96491681165133 4081 -0.914678579319132 5 -0.0734230477638762 -0.0882769542998964 0.415450209155319 0.57905101039436 -0.713700512878304 "atlantic"
-0.62812737125398 -1.91319521708773 4082 -0.590700924678881 7 -0.43087824430968 -0.0537015172059327 0.502283338701427 0.504522590289394 -0.579172071308512 "atlantic"
-0.62812737125398 0.000503781765229795 4119 0.353447218714133 59 0.0453247802411704 -0.558189847931015 -1.62056054495119 -1.0518217865584 1.09209809433575 "atlantic"
-0.62812737125398 0.672884511091947 4132 0.861316606113846 10 -0.348663549104145 -0.328817892610471 -0.0730893229731095 0.203590345519848 -0.427996574937294 "atlantic"
-0.62812737125398 0.724606105655541 4133 -0.712211757420632 8 -0.417473674439212 1.00568446074167 0.517618445285296 0.369009570793714 -0.822640299988151 "atlantic"
-0.606542719870936 0.672884511091947 4206 -0.743266225809543 19 -0.257794675455923 -0.420315794783602 -0.622942121987979 0.173970275324065 -0.405982210500521 "atlantic"
-0.606542719870936 0.724606105655541 4207 -0.582672210335745 7 -0.323641685345939 0.261229716786661 0.460683164824134 0.417987355182747 -0.814183073737285 "atlantic"
-0.606542719870936 0.776327700219134 4208 -0.872191358590891 8 -0.542582993230244 0.548208953812748 0.445851428042178 0.729538635094421 -1.10016103480644 "atlantic"
-0.606542719870936 0.828049294782728 4209 0.874143312460555 4 -0.511305663532486 0.0406509472077809 0.404598436538294 0.874754336945282 -1.21126886175621 "atlantic"
-0.584958068487892 -2.27524637903289 4223 -0.721371387053746 4 -0.323641685345939 -0.504960753889371 -1.38583577185284 1.48467718968707 -1.77191857078753 "atlantic"
-0.584958068487892 -1.96491681165133 4229 -0.353225183577586 3 -0.15682926029123 -0.0701087341157783 0.326227828281505 0.654085323047827 -0.749099619724706 "atlantic"
-0.584958068487892 -1.80975202796055 4232 -0.264551762732954 4 -0.323641685345939 -0.109223182066537 0.478220659746261 0.396558599835844 -0.452910563442241 "atlantic"
-0.584958068487892 -0.258104191052738 4262 0.770908852845684 47 -0.387527294941359 0.560152950907781 0.259561374082412 -1.0518217865584 1.14807357546258 "atlantic"
-0.584958068487892 -0.102939407361957 4265 1.00093363720744 10 -0.198532366554908 -0.555794787337607 -1.119150752328 -1.0518217865584 1.10923419197235 "atlantic"
-0.584958068487892 0.672884511091947 4280 -0.955233009975122 5 -0.473772867895176 -0.426269014508721 -1.44482436989312 0.189755298546862 -0.376605619702337 "atlantic"
-0.584958068487892 0.724606105655541 4281 -0.232432853387564 17 -0.338360428733118 -0.0278600016023061 0.423815700769021 0.484895354487415 -0.792857295504707 "atlantic"
-0.584958068487892 0.776327700219134 4282 -0.603734679334889 3 -0.573860322928001 0.256649985327344 0.420473220084327 0.778002770645274 -1.08182460153187 "atlantic"
-0.563373417104847 -1.70630883883336 4308 1.71967287478903 4 -0.261087025950423 6.87318445988201 0.492438593649939 0.188154834275781 -0.147379863943323 "atlantic"
-0.563373417104847 -0.154661001925551 4338 0.936213798468193 13 -0.40063203537119 -0.542544736419669 -1.75310060622103 -1.0518217865584 1.12523494647758 "atlantic"
-0.563373417104847 0.672884511091947 4354 -0.110864632819895 3 -0.323641685345939 -0.457046278245616 -2.36721483080807 0.264095495624851 -0.36176044047884 "atlantic"
-0.563373417104847 0.724606105655541 4355 -0.0358224606086522 12 -0.344493238477777 -0.366892317022458 0.231020532606613 0.540190946294 -0.756130633429226 "atlantic"
-0.541788765721803 -2.27524637903289 4371 -0.617238163921473 6 -0.532157216664324 -0.493120680297742 -0.75386585756402 1.48467718968707 -1.81050331286845 "atlantic"
-0.541788765721803 -1.75803043339695 4381 0.221085565982466 25 0.176795589818186 0.378586387976491 0.453759168871641 0.22299995874804 -0.190763936210073 "atlantic"
-0.520204114338759 -1.70630883883336 4456 1.84239125227989 3 0.176795589818186 0.98516369290729 0.458641033987353 0.00377953858756525 0.0503125183900907 "atlantic"
-0.520204114338759 0.931492483909915 4507 -0.962997662142358 3 -0.490454110400648 -0.393573314316115 0.00914420041357709 1.49373834452092 -1.39163578219473 "atlantic"
-0.498619462955715 0.724606105655541 4577 0.0865744824042129 6 -0.407047897873292 -0.404847081163405 0.268770452557189 0.960108396262677 -0.77204222103794 "atlantic"
-0.498619462955715 0.776327700219134 4578 0.335965469938816 4 -0.44875100413697 -0.394683714007348 0.412478362648991 1.32685141499793 -1.1056554805193 "atlantic"
-0.498619462955715 0.828049294782728 4579 0.601127523338785 3 -0.573860322928001 -0.378650262045316 0.291726039705614 1.46528133854118 -1.26067169123448 "atlantic"
-0.455450160189626 0.776327700219134 4726 -0.573044975958558 4 -0.511305663532486 -0.43048678909547 0.33955368435762 1.16525286879321 -0.929608921532862 "atlantic"
-0.433865508806582 -2.27524637903289 4741 -0.23435535335942 7 -0.359387205000519 -0.462313612336649 -0.737623211069776 1.48467718968707 -1.84682532511246 "atlantic"
-0.412280857423537 -0.723598542125081 4845 0.48165558930093 6 0.468717333663927 2.59446826887035 0.505342471364614 -1.0518217865584 1.12539237238398 "atlantic"
-0.369111554657449 -1.29253608232461 4982 1.36166789444923 3 -0.15682926029123 -0.385572310199643 -0.13857173388407 -0.984895478464633 0.861600073729272 "atlantic"
-0.369111554657449 -1.18909289319742 4984 0.433037954311973 4 -0.323641685345939 0.0203821954329589 0.583206928002652 -1.0503414414567 0.967182734302909 "atlantic"
-0.369111554657449 1.0866572676007 5028 0.985991062881802 9 -0.518256181243099 -0.435490383327431 0.026501817457255 1.04875867471123 -1.27345628998936 "atlantic"
-0.347526903274405 -2.12008159534211 5040 -0.42456395284501 3 -0.323641685345939 -0.324362857210533 -1.33230988294647 1.48147080769041 -1.59979314323094 "atlantic"
-0.347526903274405 -1.08564970407024 5060 0.178515641421136 37 1.27234746247479 -0.546486861093287 -1.5234749453082 -1.0518217865584 1.03912457679783 "atlantic"
-0.347526903274405 -1.03392810950664 5061 0.0691194508922244 13 0.21529076483081 -0.461722048022873 -0.704929882371348 -1.0518217865584 1.06297394561202 "atlantic"
-0.32594225189136 -0.878763325815862 5138 0.323679948282438 4 0.427014227400249 -0.411959274188841 0.769504404509691 -1.0518217865584 1.08955990682881 "atlantic"
-0.32594225189136 0.931492483909915 5173 0.58120524273311 5 -0.423729140378764 -0.435752676001507 -1.09415164289891 0.639177530938582 -0.918491637682647 "atlantic"
-0.304357600508316 1.0866572676007 5250 0.174443455739668 4 -0.573860322928001 -0.440963682390078 -1.19173154658252 0.972344819242806 -1.1795069628832 "atlantic"
-0.282772949125272 -0.723598542125081 5289 -0.26846419338505 18 0.399212156557798 -0.570295281038353 -2.5510310862296 -1.0518217865584 1.08845324585786 "atlantic"
-0.282772949125272 -0.361547380179926 5296 0.348431418647744 21 -0.240235472818586 -0.559225364686033 -2.57974679468773 -1.0518217865584 1.05607633880555 "atlantic"
-0.261188297742227 0.621162916528353 5389 1.06440389267697 7 -0.50236928361884 -0.531155426890707 -0.897259725059651 -0.206322127809907 0.100198891292304 "atlantic"
-0.261188297742227 0.672884511091947 5390 0.898047694391465 27 -0.490454110400648 -0.526073680952442 -1.17859666835188 -0.206322127809907 -0.0104158799492634 "atlantic"
-0.261188297742227 0.828049294782728 5393 -0.807445398010842 4 -0.323641685345939 -0.461149760640113 -1.7500552967243 0.277851706743854 -0.47461428693889 "atlantic"
-0.261188297742227 0.879770889346321 5394 -1.59378436210872 7 -0.323641685345939 -0.432031577565829 -1.6781012104352 0.532389197843902 -0.653513434372534 "atlantic"
-0.239603646359183 0.621162916528353 5463 0.554657041530539 4 -0.511305663532486 -0.536732965892253 -1.10524332407724 -0.206322127809907 0.0811374601664444 "atlantic"
-0.239603646359183 0.672884511091947 5464 0.824721626755529 10 -0.498794731653383 -0.532521106526867 -1.44107744770754 -0.206322127809907 -0.0270122121290905 "atlantic"
-0.218018994976139 1.19010045672788 5548 0.197280154124652 4 -0.135977707159392 -0.278937679609995 1.07691116350879 2.22307903203871 -1.75745834493343 "atlantic"
-0.196434343593095 1.19010045672788 5622 -0.626694628015012 8 -0.16725503685715 -0.25126725556844 0.675227260023085 2.24063915214639 -1.74079717804337 "atlantic"
-0.17484969221005 1.19010045672788 5696 -0.0908920500484073 10 -0.123466775280289 -0.407191201452139 0.376199393998977 2.25150113816094 -1.72685363950307 "atlantic"
-0.131680389443962 -0.620155352997894 5809 0.724250422661789 3 -0.323641685345939 -0.517266785253064 -2.24686538281044 -1.0518217865584 0.989500323472846 "atlantic"
-0.131680389443962 1.19010045672788 5844 1.05999580953787 6 -0.15682926029123 -0.426126230522272 -0.271251389268957 2.18968141807935 -1.69164606737816 "atlantic"
-0.0885110866778731 -1.13737129863383 5947 0.674588557837009 3 -0.240235472818586 -0.579300901481453 -1.67028972169157 -1.0518217865584 0.687333855600467 "atlantic"
-0.0885110866778731 -0.775320136688674 5954 0.955783622381741 3 -0.407047897873292 -0.545404678756956 -1.83642162986821 -1.0518217865584 0.899651340881112 "atlantic"
-0.0885110866778731 -0.723598542125081 5955 1.43527230679569 3 -0.323641685345939 -0.529961797473961 -1.93048251774092 -1.0518217865584 0.901251119616387 "atlantic"
-0.0669264352948289 0.828049294782728 6059 -0.774085944876661 5 13.7886894742824 -0.452814104055197 -0.300304065302352 0.274725681094896 -0.393560924196228 "atlantic"
-0.0453417839117846 0.362554943710385 6124 -0.163589172838526 5 -0.0233793202474636 0.631660816438006 0.979309152519925 -0.206322127809907 0.244845347974863 "atlantic"
