"cell","left","top","right","bottom","GD_mean","GD_median","nb_species","nb_indv_mean","nb_indv_median","nb_indv_sd"
3874,-6.9675304452e6,-2.1422301365e6,-6.7675304452e6,-2.3422301365e6,0.0,0.0,1,8.0,8.0,NaN
3875,-6.9675304452e6,-1.9422301365e6,-6.7675304452e6,-2.1422301365e6,0.20063191153238547,0.20063191153238547,1,2.0,2.0,NaN
3892,-6.9675304452e6,1.4577698635e6,-6.7675304452e6,1.2577698635e6,0.02150537634408602,0.02150537634408602,1,3.0,3.0,NaN
3899,-6.9675304452e6,2.8577698635e6,-6.7675304452e6,2.6577698635e6,0.04232794109124358,0.049831794417127574,3,4.0,4.0,1.0
3910,-6.9675304452e6,5.0577698635e6,-6.7675304452e6,4.8577698635e6,0.002894569770520882,0.0,5,2.2,2.0,0.44721359549995787
3911,-6.9675304452e6,5.2577698635e6,-6.7675304452e6,5.0577698635e6,0.0,0.0,1,9.0,9.0,NaN
3912,-6.9675304452e6,5.4577698635e6,-6.7675304452e6,5.2577698635e6,0.0006805798546464557,0.0009211877903744121,11,3.272727272727273,3.0,1.7939291563999447
3913,-6.9675304452e6,5.6577698635e6,-6.7675304452e6,5.4577698635e6,0.009969325153374235,0.009969325153374235,2,2.0,2.0,0.0
3929,-6.7675304452e6,-5.9422301365e6,-6.5675304452e6,-6.1422301365e6,0.0009249258331173133,0.0009249258331173133,2,5.0,5.0,0.0
3947,-6.7675304452e6,-2.3422301365e6,-6.5675304452e6,-2.5422301365e6,0.003740807865037175,0.003971888123369387,4,5.0,4.5,1.4142135623730951
3967,-6.7675304452e6,1.6577698635e6,-6.5675304452e6,1.4577698635e6,0.0050112348167495385,0.002299442701259776,77,3.4155844155844157,3.0,2.0477885976844785
3976,-6.7675304452e6,3.4577698635e6,-6.5675304452e6,3.2577698635e6,0.0,0.0,1,2.0,2.0,NaN
3983,-6.7675304452e6,4.8577698635e6,-6.5675304452e6,4.6577698635e6,0.001278118609406953,0.0015337423312883436,3,2.6666666666666665,2.0,1.1547005383792515
3984,-6.7675304452e6,5.0577698635e6,-6.5675304452e6,4.8577698635e6,0.0013018229885231028,0.0007668711656441718,6,2.1666666666666665,2.0,0.40824829046386296
3986,-6.7675304452e6,5.4577698635e6,-6.5675304452e6,5.2577698635e6,0.004252746468825795,0.004252746468825795,2,4.5,4.5,0.7071067811865476
3987,-6.7675304452e6,5.6577698635e6,-6.5675304452e6,5.4577698635e6,0.0007924335378323109,0.0007668711656441718,4,3.5,3.0,1.9148542155126762
4003,-6.5675304452e6,-5.9422301365e6,-6.3675304452e6,-6.1422301365e6,0.0023381165307634153,0.0023381165307634153,1,4.0,4.0,NaN
4007,-6.5675304452e6,-5.1422301365e6,-6.3675304452e6,-5.3422301365e6,0.000972316897674771,0.0007716049382716049,5,2.6,2.0,0.8944271909999159
4036,-6.5675304452e6,657769.8635,-6.3675304452e6,457769.8635,0.004053254623041677,0.004053254623041677,1,5.0,5.0,NaN
4040,-6.5675304452e6,1.4577698635e6,-6.3675304452e6,1.2577698635e6,0.004059315588660716,0.0030534351145038168,3,4.666666666666667,3.0,3.7859388972001824
4044,-6.5675304452e6,2.2577698635e6,-6.3675304452e6,2.0577698635e6,0.007696096480302356,0.004311520109066122,45,13.555555555555555,4.0,27.50500413607045
