"cell","left","top","right","bottom","GD_mean","GD_median","nb_species","nb_indv_mean","nb_indv_median","nb_indv_sd"
3686,-7.5675304452e6,4.6577698635e6,-7.3675304452e6,4.4577698635e6,0.003600507460425661,0.0023148148148148147,6,3.0,2.0,1.6733200530681511
3689,-7.5675304452e6,5.2577698635e6,-7.3675304452e6,5.0577698635e6,0.010638161044334902,0.005857938690602112,10,11.0,3.5,12.814921857827391
3732,-7.3675304452e6,-942230.1365,-7.1675304452e6,-1.1422301365e6,0.0864241574586282,0.0864241574586282,2,11.0,11.0,7.0710678118654755
3738,-7.3675304452e6,257769.86349999998,-7.1675304452e6,57769.86349999998,0.002329311625957398,0.002329311625957398,2,2.5,2.5,0.7071067811865476
3739,-7.3675304452e6,457769.8635,-7.1675304452e6,257769.86349999998,0.0,0.0,1,3.0,3.0,NaN
3750,-7.3675304452e6,2.6577698635e6,-7.1675304452e6,2.4577698635e6,0.0,0.0,1,2.0,2.0,NaN
3758,-7.3675304452e6,4.2577698635e6,-7.1675304452e6,4.0577698635e6,0.13858267716535433,0.13858267716535433,1,2.0,2.0,NaN
3761,-7.3675304452e6,4.8577698635e6,-7.1675304452e6,4.6577698635e6,0.015287160458290523,0.006262781186094069,6,5.0,4.0,2.5298221281347035
3762,-7.3675304452e6,5.0577698635e6,-7.1675304452e6,4.8577698635e6,0.007668711656441718,0.007668711656441718,1,2.0,2.0,NaN
3763,-7.3675304452e6,5.2577698635e6,-7.1675304452e6,5.0577698635e6,0.01874127923660231,0.010027673264391909,7,16.571428571428573,6.0,20.678951801748745
3764,-7.3675304452e6,5.4577698635e6,-7.1675304452e6,5.2577698635e6,0.005587204206836109,0.005587204206836109,2,6.0,6.0,2.8284271247461903
3784,-7.1675304452e6,-5.3422301365e6,-6.9675304452e6,-5.5422301365e6,0.0019760478167045806,0.0019760478167045806,1,3.0,3.0,NaN
3808,-7.1675304452e6,-542230.1365,-6.9675304452e6,-742230.1365,0.06782334384858044,0.06782334384858044,1,2.0,2.0,NaN
3809,-7.1675304452e6,-342230.1365,-6.9675304452e6,-542230.1365,0.02932746127507901,0.0022796352583586625,4,4.25,4.5,1.707825127659933
3814,-7.1675304452e6,657769.8635,-6.9675304452e6,457769.8635,0.0840086847224041,0.003864095592694256,3,3.3333333333333335,3.0,1.5275252316519468
3817,-7.1675304452e6,1.2577698635e6,-6.9675304452e6,1.0577698635e6,0.01519633911069578,0.01519633911069578,1,3.0,3.0,NaN
3818,-7.1675304452e6,1.4577698635e6,-6.9675304452e6,1.2577698635e6,0.012764683800893734,0.012764683800893734,2,4.0,4.0,1.4142135623730951
3835,-7.1675304452e6,4.8577698635e6,-6.9675304452e6,4.6577698635e6,0.004753031607648979,0.004753031607648979,1,19.0,19.0,NaN
3836,-7.1675304452e6,5.0577698635e6,-6.9675304452e6,4.8577698635e6,0.003705335277840456,0.003067484662576687,7,4.857142857142857,4.0,2.3401261667248794
3837,-7.1675304452e6,5.2577698635e6,-6.9675304452e6,5.0577698635e6,0.010157938810286505,0.002040327944256935,23,11.130434782608695,4.0,21.471554857163692
3838,-7.1675304452e6,5.4577698635e6,-6.9675304452e6,5.2577698635e6,0.005086813524532178,0.00207808464418668,35,3.8,3.0,1.6768317464439755
3912,-6.9675304452e6,5.4577698635e6,-6.7675304452e6,5.2577698635e6,0.008529817650800742,0.004601226993865031,13,3.1538461538461537,3.0,1.143543749793731
3913,-6.9675304452e6,5.6577698635e6,-6.7675304452e6,5.4577698635e6,0.0,0.0,1,2.0,2.0,NaN
3955,-6.7675304452e6,-742230.1365,-6.5675304452e6,-942230.1365,0.0024539877300613503,0.0024539877300613503,1,5.0,5.0,NaN
3956,-6.7675304452e6,-542230.1365,-6.5675304452e6,-742230.1365,0.0005112474437627812,0.0005112474437627812,2,2.5,2.5,0.7071067811865476
3957,-6.7675304452e6,-342230.1365,-6.5675304452e6,-542230.1365,0.026025641025641026,0.026025641025641026,2,6.0,6.0,4.242640687119285
3961,-6.7675304452e6,457769.8635,-6.5675304452e6,257769.86349999998,0.00039603960396039607,0.00039603960396039607,2,7.5,7.5,3.5355339059327378
3986,-6.7675304452e6,5.4577698635e6,-6.5675304452e6,5.2577698635e6,0.002044989775051125,0.002044989775051125,1,3.0,3.0,NaN
3987,-6.7675304452e6,5.6577698635e6,-6.5675304452e6,5.4577698635e6,0.013548057259713702,0.013548057259713702,1,4.0,4.0,NaN
4027,-6.5675304452e6,-1.1422301365e6,-6.3675304452e6,-1.3422301365e6,0.08904113827780166,0.0729458399584926,4,4.5,3.5,3.3166247903554
4028,-6.5675304452e6,-942230.1365,-6.3675304452e6,-1.1422301365e6,0.0009141591196805922,0.0009141591196805922,2,19.0,19.0,24.041630560342615
4033,-6.5675304452e6,57769.86349999998,-6.3675304452e6,-142230.13650000002,0.048878570200210976,0.039529444914060304,4,8.25,7.5,4.193248541803041
4036,-6.5675304452e6,657769.8635,-6.3675304452e6,457769.8635,0.0,0.0,1,3.0,3.0,NaN
4037,-6.5675304452e6,857769.8635,-6.3675304452e6,657769.8635,0.0,0.0,1,4.0,4.0,NaN
4038,-6.5675304452e6,1.0577698635e6,-6.3675304452e6,857769.8635,0.05689440143635861,0.05689440143635861,1,9.0,9.0,NaN
4060,-6.5675304452e6,5.4577698635e6,-6.3675304452e6,5.2577698635e6,0.016206543967280163,0.016206543967280163,2,4.0,4.0,1.4142135623730951
