"","cell","left","top","right","bottom","Distance_from_shore"
"662",6112,-967530.4452,1457769.8635,-767530.4452,1257769.8635,NA
"663",6123,-967530.4452,3657769.8635,-767530.4452,3457769.8635,14.1718532890081
"664",6124,-967530.4452,3857769.8635,-767530.4452,3657769.8635,15.0180734851411
"665",6127,-967530.4452,4457769.8635,-767530.4452,4257769.8635,77.8256866021705
"666",6128,-967530.4452,4657769.8635,-767530.4452,4457769.8635,40.1946135016495
"667",6129,-967530.4452,4857769.8635,-767530.4452,4657769.8635,56.7695212454742
"668",6130,-967530.4452,5057769.8635,-767530.4452,4857769.8635,45.803124302599
"669",6133,-967530.4452,5657769.8635,-767530.4452,5457769.8635,217.71546700083
"670",6141,-967530.4452,7257769.8635,-767530.4452,7057769.8635,390.748675719075
"671",6197,-767530.4452,3657769.8635,-567530.4452,3457769.8635,NA
"672",6199,-767530.4452,4057769.8635,-567530.4452,3857769.8635,14.2866531653064
"673",6200,-767530.4452,4257769.8635,-567530.4452,4057769.8635,65.6448516966705
"674",6201,-767530.4452,4457769.8635,-567530.4452,4257769.8635,54.7580728983403
"675",6202,-767530.4452,4657769.8635,-567530.4452,4457769.8635,NA
"676",6203,-767530.4452,4857769.8635,-567530.4452,4657769.8635,NA
"677",6204,-767530.4452,5057769.8635,-567530.4452,4857769.8635,11.0578577034175
"678",6205,-767530.4452,5257769.8635,-567530.4452,5057769.8635,118.182538965831
"679",6207,-767530.4452,5657769.8635,-567530.4452,5457769.8635,153.071341701623
"680",6210,-767530.4452,6257769.8635,-567530.4452,6057769.8635,23.6158045297029
"681",6273,-567530.4452,4057769.8635,-367530.4452,3857769.8635,NA
"682",6274,-567530.4452,4257769.8635,-367530.4452,4057769.8635,22.1513577657087
"683",6275,-567530.4452,4457769.8635,-367530.4452,4257769.8635,35.0401092179808
"684",6276,-567530.4452,4657769.8635,-367530.4452,4457769.8635,NA
"685",6277,-567530.4452,4857769.8635,-367530.4452,4657769.8635,NA
"686",6278,-567530.4452,5057769.8635,-367530.4452,4857769.8635,17.3165659109751
"687",6281,-567530.4452,5657769.8635,-367530.4452,5457769.8635,46.4059557970236
"688",6282,-567530.4452,5857769.8635,-367530.4452,5657769.8635,34.3441941762916
"689",6283,-567530.4452,6057769.8635,-367530.4452,5857769.8635,25.8945145633945
"690",6284,-567530.4452,6257769.8635,-367530.4452,6057769.8635,15.0364411898532
"691",6289,-567530.4452,7257769.8635,-367530.4452,7057769.8635,640.410963069433
"692",6312,-367530.4452,-2942230.1365,-167530.4452,-3142230.1365,906.894522476196
"693",6346,-367530.4452,3857769.8635,-167530.4452,3657769.8635,NA
"694",6347,-367530.4452,4057769.8635,-167530.4452,3857769.8635,NA
"695",6348,-367530.4452,4257769.8635,-167530.4452,4057769.8635,24.7993457802506
"696",6350,-367530.4452,4657769.8635,-167530.4452,4457769.8635,NA
"697",6351,-367530.4452,4857769.8635,-167530.4452,4657769.8635,NA
"698",6352,-367530.4452,5057769.8635,-167530.4452,4857769.8635,19.2180137794751
"699",6354,-367530.4452,5457769.8635,-167530.4452,5257769.8635,53.7185811335098
"700",6355,-367530.4452,5657769.8635,-167530.4452,5457769.8635,32.4915690624816
"701",6357,-367530.4452,6057769.8635,-167530.4452,5857769.8635,19.7111104721176
"702",6358,-367530.4452,6257769.8635,-167530.4452,6057769.8635,30.2971067125751
"703",6359,-367530.4452,6457769.8635,-167530.4452,6257769.8635,82.8814787726264
"704",6383,-167530.4452,-3542230.1365,32469.5548,-3742230.1365,1369.30545243763
"705",6421,-167530.4452,4057769.8635,32469.5548,3857769.8635,NA
"706",6422,-167530.4452,4257769.8635,32469.5548,4057769.8635,19.0490472174826
"707",6424,-167530.4452,4657769.8635,32469.5548,4457769.8635,34.6054405536917
"708",6425,-167530.4452,4857769.8635,32469.5548,4657769.8635,20.7717399396326
"709",6426,-167530.4452,5057769.8635,32469.5548,4857769.8635,13.6373903602362
"710",6427,-167530.4452,5257769.8635,32469.5548,5057769.8635,23.7580063791406
"711",6428,-167530.4452,5457769.8635,32469.5548,5257769.8635,10.1066563421717
"712",6429,-167530.4452,5657769.8635,32469.5548,5457769.8635,34.0024833978318
"713",6430,-167530.4452,5857769.8635,32469.5548,5657769.8635,11.5405698729058
"714",6431,-167530.4452,6057769.8635,32469.5548,5857769.8635,54.7466832416831
"715",6432,-167530.4452,6257769.8635,32469.5548,6057769.8635,125.739806061132
"716",6433,-167530.4452,6457769.8635,32469.5548,6257769.8635,79.4186351114234
"717",6455,32469.5548,-3942230.1365,232469.5548,-4142230.1365,1326.35294272683
"718",6456,32469.5548,-3742230.1365,232469.5548,-3942230.1365,1394.37135563726
"719",6498,32469.5548,4657769.8635,232469.5548,4457769.8635,58.0956138961384
"720",6499,32469.5548,4857769.8635,232469.5548,4657769.8635,49.0453708401033
"721",6500,32469.5548,5057769.8635,232469.5548,4857769.8635,NA
"722",6501,32469.5548,5257769.8635,232469.5548,5057769.8635,NA
"723",6503,32469.5548,5657769.8635,232469.5548,5457769.8635,28.9509570207989
"724",6505,32469.5548,6057769.8635,232469.5548,5857769.8635,128.379412956536
"725",6506,32469.5548,6257769.8635,232469.5548,6057769.8635,289.458792264121
"726",6507,32469.5548,6457769.8635,232469.5548,6257769.8635,232.756325567091
"727",6519,232469.5548,-5942230.1365,432469.5548,-6142230.1365,126.255976711259
"728",6531,232469.5548,-3542230.1365,432469.5548,-3742230.1365,1203.36335990542
"729",6571,232469.5548,4457769.8635,432469.5548,4257769.8635,38.7651667956795
"730",6573,232469.5548,4857769.8635,432469.5548,4657769.8635,54.243701233686
"731",6574,232469.5548,5057769.8635,432469.5548,4857769.8635,48.5065537672254
"732",6575,232469.5548,5257769.8635,432469.5548,5057769.8635,NA
"733",6576,232469.5548,5457769.8635,432469.5548,5257769.8635,NA
"734",6577,232469.5548,5657769.8635,432469.5548,5457769.8635,NA
"735",6578,232469.5548,5857769.8635,432469.5548,5657769.8635,53.1612087385173
"736",6579,232469.5548,6057769.8635,432469.5548,5857769.8635,178.14982579276
"737",6580,232469.5548,6257769.8635,432469.5548,6057769.8635,257.613675914492
"738",6581,232469.5548,6457769.8635,432469.5548,6257769.8635,148.690277299365
"739",6630,432469.5548,1457769.8635,632469.5548,1257769.8635,NA
"740",6643,432469.5548,4057769.8635,632469.5548,3857769.8635,NA
"741",6644,432469.5548,4257769.8635,632469.5548,4057769.8635,NA
"742",6645,432469.5548,4457769.8635,632469.5548,4257769.8635,35.7544569280183
"743",6647,432469.5548,4857769.8635,632469.5548,4657769.8635,141.778205108643
"744",6648,432469.5548,5057769.8635,632469.5548,4857769.8635,74.5280696380986
"745",6649,432469.5548,5257769.8635,632469.5548,5057769.8635,10.1422503590584
"746",6650,432469.5548,5457769.8635,632469.5548,5257769.8635,NA
"747",6651,432469.5548,5657769.8635,632469.5548,5457769.8635,NA
"748",6652,432469.5548,5857769.8635,632469.5548,5657769.8635,16.1934364333469
"749",6653,432469.5548,6057769.8635,632469.5548,5857769.8635,104.702392064374
"750",6654,432469.5548,6257769.8635,632469.5548,6057769.8635,138.283177395544
"751",6655,432469.5548,6457769.8635,632469.5548,6257769.8635,21.985249617494
"752",6675,632469.5548,-4342230.1365,832469.5548,-4542230.1365,1116.52360947927
"753",6701,632469.5548,857769.8635,832469.5548,657769.8635,NA
"754",6718,632469.5548,4257769.8635,832469.5548,4057769.8635,NA
"755",6719,632469.5548,4457769.8635,832469.5548,4257769.8635,32.15710776063
"756",6722,632469.5548,5057769.8635,832469.5548,4857769.8635,65.3505354785543
"757",6723,632469.5548,5257769.8635,832469.5548,5057769.8635,20.0267925077388
"758",6724,632469.5548,5457769.8635,832469.5548,5257769.8635,NA
"759",6725,632469.5548,5657769.8635,832469.5548,5457769.8635,NA
"760",6726,632469.5548,5857769.8635,832469.5548,5657769.8635,NA
"761",6727,632469.5548,6057769.8635,832469.5548,5857769.8635,51.8187008116474
"762",6728,632469.5548,6257769.8635,832469.5548,6057769.8635,57.5883746029141
"763",6773,832469.5548,457769.8635,1032469.5548,257769.8635,42.1163458153045
"764",6774,832469.5548,657769.8635,1032469.5548,457769.8635,13.8045229679464
"765",6792,832469.5548,4257769.8635,1032469.5548,4057769.8635,18.3123627396887
"766",6793,832469.5548,4457769.8635,1032469.5548,4257769.8635,18.6380045475976
"767",6796,832469.5548,5057769.8635,1032469.5548,4857769.8635,36.2558237692236
"768",6797,832469.5548,5257769.8635,1032469.5548,5057769.8635,28.0338613190373
"769",6798,832469.5548,5457769.8635,1032469.5548,5257769.8635,NA
"770",6799,832469.5548,5657769.8635,1032469.5548,5457769.8635,NA
"771",6800,832469.5548,5857769.8635,1032469.5548,5657769.8635,NA
"772",6801,832469.5548,6057769.8635,1032469.5548,5857769.8635,12.9515524526748
"773",6803,832469.5548,6457769.8635,1032469.5548,6257769.8635,20.3557845023461
"774",6804,832469.5548,6657769.8635,1032469.5548,6457769.8635,52.8815525166353
"775",6834,1032469.5548,-2142230.1365,1232469.5548,-2342230.1365,55.4651298716
"776",6841,1032469.5548,-742230.1365,1232469.5548,-942230.1365,84.1581422086965
"777",6867,1032469.5548,4457769.8635,1232469.5548,4257769.8635,42.7108115443658
"778",6870,1032469.5548,5057769.8635,1232469.5548,4857769.8635,27.6488038229153
"779",6871,1032469.5548,5257769.8635,1232469.5548,5057769.8635,22.5208894171513
"780",6872,1032469.5548,5457769.8635,1232469.5548,5257769.8635,NA
"781",6873,1032469.5548,5657769.8635,1232469.5548,5457769.8635,NA
"782",6874,1032469.5548,5857769.8635,1232469.5548,5657769.8635,NA
"783",6875,1032469.5548,6057769.8635,1232469.5548,5857769.8635,13.7955017621046
"784",6876,1032469.5548,6257769.8635,1232469.5548,6057769.8635,26.0389425563313
"785",6877,1032469.5548,6457769.8635,1232469.5548,6257769.8635,16.6152260085988
"786",6901,1232469.5548,-3542230.1365,1432469.5548,-3742230.1365,270.37926619015
"787",6904,1232469.5548,-2942230.1365,1432469.5548,-3142230.1365,89.1850869411527
"788",6907,1232469.5548,-2342230.1365,1432469.5548,-2542230.1365,16.3692759871483
"789",6908,1232469.5548,-2142230.1365,1432469.5548,-2342230.1365,NA
"790",6909,1232469.5548,-1942230.1365,1432469.5548,-2142230.1365,NA
"791",6915,1232469.5548,-742230.1365,1432469.5548,-942230.1365,12.0496399700642
"792",6916,1232469.5548,-542230.1365,1432469.5548,-742230.1365,NA
"793",6940,1232469.5548,4257769.8635,1432469.5548,4057769.8635,106.514762957459
"794",6941,1232469.5548,4457769.8635,1432469.5548,4257769.8635,37.8386479319138
"795",6943,1232469.5548,4857769.8635,1432469.5548,4657769.8635,56.2829871918806
"796",6944,1232469.5548,5057769.8635,1432469.5548,4857769.8635,40.4947339023432
"797",6945,1232469.5548,5257769.8635,1432469.5548,5057769.8635,31.6726456898072
"798",6946,1232469.5548,5457769.8635,1432469.5548,5257769.8635,NA
"799",6947,1232469.5548,5657769.8635,1432469.5548,5457769.8635,NA
"800",6948,1232469.5548,5857769.8635,1432469.5548,5657769.8635,NA
"801",6949,1232469.5548,6057769.8635,1432469.5548,5857769.8635,24.1198412368051
"802",6950,1232469.5548,6257769.8635,1432469.5548,6057769.8635,12.8179033004651
"803",6955,1232469.5548,7257769.8635,1432469.5548,7057769.8635,119.377304120422
"804",6974,1432469.5548,-3742230.1365,1632469.5548,-3942230.1365,188.414325911066
"805",6975,1432469.5548,-3542230.1365,1632469.5548,-3742230.1365,112.97191634145
"806",6990,1432469.5548,-542230.1365,1632469.5548,-742230.1365,NA
"807",6991,1432469.5548,-342230.1365,1632469.5548,-542230.1365,NA
"808",6992,1432469.5548,-142230.1365,1632469.5548,-342230.1365,NA
"809",7015,1432469.5548,4457769.8635,1632469.5548,4257769.8635,86.0699189883077
"810",7016,1432469.5548,4657769.8635,1632469.5548,4457769.8635,31.7060942538739
"811",7017,1432469.5548,4857769.8635,1632469.5548,4657769.8635,21.3917865171041
"812",7018,1432469.5548,5057769.8635,1632469.5548,4857769.8635,35.753395824616
"813",7019,1432469.5548,5257769.8635,1632469.5548,5057769.8635,11.0674176779058
"814",7020,1432469.5548,5457769.8635,1632469.5548,5257769.8635,NA
"815",7021,1432469.5548,5657769.8635,1632469.5548,5457769.8635,NA
"816",7022,1432469.5548,5857769.8635,1632469.5548,5657769.8635,NA
"817",7024,1432469.5548,6257769.8635,1632469.5548,6057769.8635,22.6732279039785
"818",7025,1432469.5548,6457769.8635,1632469.5548,6257769.8635,4.25154799595475
"819",7047,1632469.5548,-3942230.1365,1832469.5548,-4142230.1365,59.7144115456429
"820",7048,1632469.5548,-3742230.1365,1832469.5548,-3942230.1365,51.3475876405328
"821",7064,1632469.5548,-542230.1365,1832469.5548,-742230.1365,NA
"822",7066,1632469.5548,-142230.1365,1832469.5548,-342230.1365,NA
"823",7070,1632469.5548,657769.8635,1832469.5548,457769.8635,NA
"824",7088,1632469.5548,4257769.8635,1832469.5548,4057769.8635,285.957295479982
"825",7092,1632469.5548,5057769.8635,1832469.5548,4857769.8635,42.5940642466923
"826",7093,1632469.5548,5257769.8635,1832469.5548,5057769.8635,NA
"827",7095,1632469.5548,5657769.8635,1832469.5548,5457769.8635,NA
"828",7097,1632469.5548,6057769.8635,1832469.5548,5857769.8635,47.6277558246436
"829",7099,1632469.5548,6457769.8635,1832469.5548,6257769.8635,35.405575155648
"830",7119,1832469.5548,-4342230.1365,2032469.5548,-4542230.1365,261.743335843086
"831",7120,1832469.5548,-4142230.1365,2032469.5548,-4342230.1365,81.8502261168821
"832",7138,1832469.5548,-542230.1365,2032469.5548,-742230.1365,NA
"833",7140,1832469.5548,-142230.1365,2032469.5548,-342230.1365,NA
"834",7142,1832469.5548,257769.8635,2032469.5548,57769.8635,NA
"835",7164,1832469.5548,4657769.8635,2032469.5548,4457769.8635,56.3042617747971
"836",7165,1832469.5548,4857769.8635,2032469.5548,4657769.8635,22.450449324785
"837",7166,1832469.5548,5057769.8635,2032469.5548,4857769.8635,15.9046544096409
"838",7170,1832469.5548,5857769.8635,2032469.5548,5657769.8635,NA
"839",7177,1832469.5548,7257769.8635,2032469.5548,7057769.8635,76.6495426774256
"840",7193,2032469.5548,-4342230.1365,2232469.5548,-4542230.1365,299.201044539611
"841",7194,2032469.5548,-4142230.1365,2232469.5548,-4342230.1365,111.001477596552
"842",7195,2032469.5548,-3942230.1365,2232469.5548,-4142230.1365,16.7017966575388
"843",7204,2032469.5548,-2142230.1365,2232469.5548,-2342230.1365,NA
"844",7211,2032469.5548,-742230.1365,2232469.5548,-942230.1365,NA
"845",7214,2032469.5548,-142230.1365,2232469.5548,-342230.1365,NA
"846",7236,2032469.5548,4257769.8635,2232469.5548,4057769.8635,126.902759660845
"847",7237,2032469.5548,4457769.8635,2232469.5548,4257769.8635,45.5447798698794
"848",7238,2032469.5548,4657769.8635,2232469.5548,4457769.8635,9.72186491411742
"849",7239,2032469.5548,4857769.8635,2232469.5548,4657769.8635,14.6022857971868
"850",7240,2032469.5548,5057769.8635,2232469.5548,4857769.8635,NA
"851",7245,2032469.5548,6057769.8635,2232469.5548,5857769.8635,8.7854666221473
"852",7246,2032469.5548,6257769.8635,2232469.5548,6057769.8635,30.9019782859176
"853",7251,2032469.5548,7257769.8635,2232469.5548,7057769.8635,107.410896049613
"854",7269,2232469.5548,-3942230.1365,2432469.5548,-4142230.1365,18.0169906796374
"855",7290,2232469.5548,257769.8635,2432469.5548,57769.8635,NA
"856",7291,2232469.5548,457769.8635,2432469.5548,257769.8635,NA
"857",7312,2232469.5548,4657769.8635,2432469.5548,4457769.8635,18.4678222931607
"858",7313,2232469.5548,4857769.8635,2432469.5548,4657769.8635,19.6411782777012
"859",7314,2232469.5548,5057769.8635,2432469.5548,4857769.8635,NA
"860",7320,2232469.5548,6257769.8635,2432469.5548,6057769.8635,25.7918215450273
"861",7325,2232469.5548,7257769.8635,2432469.5548,7057769.8635,92.7322280521657
"862",7342,2432469.5548,-4142230.1365,2632469.5548,-4342230.1365,150.729985252671
"863",7343,2432469.5548,-3942230.1365,2632469.5548,-4142230.1365,32.4854005696789
"864",7385,2432469.5548,4457769.8635,2632469.5548,4257769.8635,23.2768611259442
"865",7386,2432469.5548,4657769.8635,2632469.5548,4457769.8635,22.5298176268228
"866",7387,2432469.5548,4857769.8635,2632469.5548,4657769.8635,16.0377739958296
"867",7388,2432469.5548,5057769.8635,2632469.5548,4857769.8635,NA
"868",7399,2432469.5548,7257769.8635,2632469.5548,7057769.8635,109.646299106112
"869",7417,2632469.5548,-3942230.1365,2832469.5548,-4142230.1365,79.7437333074287
"870",7438,2632469.5548,257769.8635,2832469.5548,57769.8635,NA
"871",7459,2632469.5548,4457769.8635,2832469.5548,4257769.8635,23.6048187123721
"872",7460,2632469.5548,4657769.8635,2832469.5548,4457769.8635,NA
"873",7461,2632469.5548,4857769.8635,2832469.5548,4657769.8635,13.8386125489156
"874",7462,2632469.5548,5057769.8635,2832469.5548,4857769.8635,51.0897780300618
"875",7463,2632469.5548,5257769.8635,2832469.5548,5057769.8635,26.3131970583442
"876",7492,2832469.5548,-3742230.1365,3032469.5548,-3942230.1365,77.5422570443305
"877",7493,2832469.5548,-3542230.1365,3032469.5548,-3742230.1365,28.8218882109504
"878",7496,2832469.5548,-2942230.1365,3032469.5548,-3142230.1365,NA
"879",7506,2832469.5548,-942230.1365,3032469.5548,-1142230.1365,NA
"880",7507,2832469.5548,-742230.1365,3032469.5548,-942230.1365,NA
"881",7512,2832469.5548,257769.8635,3032469.5548,57769.8635,NA
"882",7529,2832469.5548,3657769.8635,3032469.5548,3457769.8635,NA
"883",7530,2832469.5548,3857769.8635,3032469.5548,3657769.8635,27.1955044656668
"884",7533,2832469.5548,4457769.8635,3032469.5548,4257769.8635,38.787413695931
"885",7534,2832469.5548,4657769.8635,3032469.5548,4457769.8635,NA
"886",7535,2832469.5548,4857769.8635,3032469.5548,4657769.8635,25.6384435614557
"887",7538,2832469.5548,5457769.8635,3032469.5548,5257769.8635,23.275098093741
"888",7543,2832469.5548,6457769.8635,3032469.5548,6257769.8635,5.84475554836293
"889",7546,2832469.5548,7057769.8635,3032469.5548,6857769.8635,162.248353966952
"890",7567,3032469.5548,-3542230.1365,3232469.5548,-3742230.1365,104.234807448357
"891",7568,3032469.5548,-3342230.1365,3232469.5548,-3542230.1365,47.1801037359266
"892",7569,3032469.5548,-3142230.1365,3232469.5548,-3342230.1365,28.1066572914521
"893",7591,3032469.5548,1257769.8635,3232469.5548,1057769.8635,NA
"894",7607,3032469.5548,4457769.8635,3232469.5548,4257769.8635,34.5734184261325
"895",7608,3032469.5548,4657769.8635,3232469.5548,4457769.8635,NA
"896",7609,3032469.5548,4857769.8635,3232469.5548,4657769.8635,14.8072991181504
"897",7617,3032469.5548,6457769.8635,3232469.5548,6257769.8635,NA
"898",7644,3232469.5548,-2942230.1365,3432469.5548,-3142230.1365,29.5360324581364
"899",7645,3232469.5548,-2742230.1365,3432469.5548,-2942230.1365,9.75527809932828
"900",7677,3232469.5548,3657769.8635,3432469.5548,3457769.8635,8.73794863931835
"901",7678,3232469.5548,3857769.8635,3432469.5548,3657769.8635,24.6979741816935
"902",7679,3232469.5548,4057769.8635,3432469.5548,3857769.8635,69.8210979730303
"903",7681,3232469.5548,4457769.8635,3432469.5548,4257769.8635,32.8515608192754
"904",7682,3232469.5548,4657769.8635,3432469.5548,4457769.8635,NA
"905",7684,3232469.5548,5057769.8635,3432469.5548,4857769.8635,75.3362232362598
"906",7737,3432469.5548,857769.8635,3632469.5548,657769.8635,NA
"907",7741,3432469.5548,1657769.8635,3632469.5548,1457769.8635,NA
"908",7753,3432469.5548,4057769.8635,3632469.5548,3857769.8635,9.98429316613409
"909",7754,3432469.5548,4257769.8635,3632469.5548,4057769.8635,17.8596588213825
"910",7755,3432469.5548,4457769.8635,3632469.5548,4257769.8635,14.7800797105042
"911",7756,3432469.5548,4657769.8635,3632469.5548,4457769.8635,NA
"912",7759,3432469.5548,5257769.8635,3632469.5548,5057769.8635,51.0001122373871
"913",7767,3432469.5548,6857769.8635,3632469.5548,6657769.8635,29.5061802879203
"914",7803,3632469.5548,-742230.1365,3832469.5548,-942230.1365,13.7273916410744
"915",7804,3632469.5548,-542230.1365,3832469.5548,-742230.1365,15.9531985229554
"916",7812,3632469.5548,1057769.8635,3832469.5548,857769.8635,NA
"917",7820,3632469.5548,2657769.8635,3832469.5548,2457769.8635,66.7631530486194
"918",7821,3632469.5548,2857769.8635,3832469.5548,2657769.8635,60.7199309824433
"919",7880,3832469.5548,-142230.1365,4032469.5548,-342230.1365,29.4324854882354
"920",7884,3832469.5548,657769.8635,4032469.5548,457769.8635,NA
"921",7904,3832469.5548,4657769.8635,4032469.5548,4457769.8635,NA
"922",7906,3832469.5548,5057769.8635,4032469.5548,4857769.8635,52.4769136803441
"923",7916,3832469.5548,7057769.8635,4032469.5548,6857769.8635,359.862948211034
"924",8005,4232469.5548,-4742230.1365,4432469.5548,-4942230.1365,816.964218063355
"925",8009,4232469.5548,-3942230.1365,4432469.5548,-4142230.1365,798.184329292991
"926",8018,4232469.5548,-2142230.1365,4432469.5548,-2342230.1365,14.5942904901775
"927",8080,4432469.5548,-4542230.1365,4632469.5548,-4742230.1365,851.734739780426
"928",8095,4432469.5548,-1542230.1365,4632469.5548,-1742230.1365,100.270288941151
"929",8128,4432469.5548,5057769.8635,4632469.5548,4857769.8635,NA
"930",8169,4632469.5548,-1542230.1365,4832469.5548,-1742230.1365,25.1956265313518
"931",8197,4632469.5548,4057769.8635,4832469.5548,3857769.8635,NA
"932",8224,4832469.5548,-5342230.1365,5032469.5548,-5542230.1365,174.078912079334
"933",8304,5032469.5548,-4142230.1365,5232469.5548,-4342230.1365,1097.40742243891
"934",8342,5032469.5548,3457769.8635,5232469.5548,3257769.8635,28.5631044001396
"935",8386,5232469.5548,-2542230.1365,5432469.5548,-2742230.1365,54.3753426072344
"936",8396,5232469.5548,-542230.1365,5432469.5548,-742230.1365,69.9160667072902
"937",8414,5232469.5548,3057769.8635,5432469.5548,2857769.8635,15.0096545673229
"938",8432,5232469.5548,6657769.8635,5432469.5548,6457769.8635,NA
"939",8453,5432469.5548,-3942230.1365,5632469.5548,-4142230.1365,1230.02597392689
"940",8506,5432469.5548,6657769.8635,5632469.5548,6457769.8635,NA
"941",8581,5632469.5548,6857769.8635,5832469.5548,6657769.8635,19.3379728272557
"942",8711,6032469.5548,3257769.8635,6232469.5548,3057769.8635,26.3843930374852
"943",8785,6232469.5548,3257769.8635,6432469.5548,3057769.8635,29.3973905256557
"944",8813,6432469.5548,-5942230.1365,6632469.5548,-6142230.1365,575.708688215776
"945",8816,6432469.5548,-5342230.1365,6632469.5548,-5542230.1365,153.839527578952
"946",8818,6432469.5548,-4942230.1365,6632469.5548,-5142230.1365,541.216111036447
"947",8858,6432469.5548,3057769.8635,6632469.5548,2857769.8635,41.3231160090226
"948",8889,6632469.5548,-5542230.1365,6832469.5548,-5742230.1365,85.7313045444185
"949",8890,6632469.5548,-5342230.1365,6832469.5548,-5542230.1365,105.844849642131
"950",8930,6632469.5548,2657769.8635,6832469.5548,2457769.8635,81.8849978785563
"951",8931,6632469.5548,2857769.8635,6832469.5548,2657769.8635,19.947312970241
"952",8962,6832469.5548,-5742230.1365,7032469.5548,-5942230.1365,167.343969245111
"953",8963,6832469.5548,-5542230.1365,7032469.5548,-5742230.1365,168.558408560424
"954",8964,6832469.5548,-5342230.1365,7032469.5548,-5542230.1365,192.669650401388
"955",8998,6832469.5548,1457769.8635,7032469.5548,1257769.8635,117.238179198653
"956",9003,6832469.5548,2457769.8635,7032469.5548,2257769.8635,97.5023980780004
"957",9005,6832469.5548,2857769.8635,7032469.5548,2657769.8635,9.43987028466331
"958",9006,6832469.5548,3057769.8635,7032469.5548,2857769.8635,NA
"959",9036,7032469.5548,-5742230.1365,7232469.5548,-5942230.1365,88.621308476265
"960",9037,7032469.5548,-5542230.1365,7232469.5548,-5742230.1365,268.693941362973
"961",9075,7032469.5548,2057769.8635,7232469.5548,1857769.8635,41.2862386633929
"962",9076,7032469.5548,2257769.8635,7232469.5548,2057769.8635,19.900310151279
"963",9077,7032469.5548,2457769.8635,7232469.5548,2257769.8635,6.31228381767869
"964",9078,7032469.5548,2657769.8635,7232469.5548,2457769.8635,NA
"965",9079,7032469.5548,2857769.8635,7232469.5548,2657769.8635,NA
"966",9086,7032469.5548,4257769.8635,7232469.5548,4057769.8635,NA
"967",9099,7032469.5548,6857769.8635,7232469.5548,6657769.8635,24.2272791823165
"968",9110,7232469.5548,-5742230.1365,7432469.5548,-5942230.1365,246.355524770675
"969",9145,7232469.5548,1257769.8635,7432469.5548,1057769.8635,71.6286255759969
"970",9146,7232469.5548,1457769.8635,7432469.5548,1257769.8635,47.6868308036273
"971",9151,7232469.5548,2457769.8635,7432469.5548,2257769.8635,NA
"972",9153,7232469.5548,2857769.8635,7432469.5548,2657769.8635,NA
"973",9179,7432469.5548,-6742230.1365,7632469.5548,-6942230.1365,86.4309363484305
"974",9218,7432469.5548,1057769.8635,7632469.5548,857769.8635,81.0054975275705
"975",9219,7432469.5548,1257769.8635,7632469.5548,1057769.8635,32.1359516577201
"976",9225,7432469.5548,2457769.8635,7632469.5548,2257769.8635,NA
"977",9226,7432469.5548,2657769.8635,7632469.5548,2457769.8635,NA
"978",9227,7432469.5548,2857769.8635,7632469.5548,2657769.8635,NA
"979",9228,7432469.5548,3057769.8635,7632469.5548,2857769.8635,NA
"980",9231,7432469.5548,3657769.8635,7632469.5548,3457769.8635,NA
"981",9232,7432469.5548,3857769.8635,7632469.5548,3657769.8635,NA
"982",9275,7632469.5548,-2342230.1365,7832469.5548,-2542230.1365,1667.4264465332
"983",9292,7632469.5548,1057769.8635,7832469.5548,857769.8635,36.2222680319591
"984",9293,7632469.5548,1257769.8635,7832469.5548,1057769.8635,28.2641099485499
"985",9295,7632469.5548,1657769.8635,7832469.5548,1457769.8635,56.7001344258055
"986",9300,7632469.5548,2657769.8635,7832469.5548,2457769.8635,NA
"987",9301,7632469.5548,2857769.8635,7832469.5548,2657769.8635,NA
"988",9303,7632469.5548,3257769.8635,7832469.5548,3057769.8635,NA
"989",9304,7632469.5548,3457769.8635,7832469.5548,3257769.8635,NA
"990",9306,7632469.5548,3857769.8635,7832469.5548,3657769.8635,NA
"991",9372,7832469.5548,2257769.8635,8032469.5548,2057769.8635,35.2420055934417
"992",9446,8032469.5548,2257769.8635,8232469.5548,2057769.8635,105.28632456255
"993",9597,8432469.5548,2857769.8635,8632469.5548,2657769.8635,13.561967348801
"994",9598,8432469.5548,3057769.8635,8632469.5548,2857769.8635,NA
"995",9599,8432469.5548,3257769.8635,8632469.5548,3057769.8635,NA
"996",9673,8632469.5548,3257769.8635,8832469.5548,3057769.8635,NA
"997",9674,8632469.5548,3457769.8635,8832469.5548,3257769.8635,NA
"998",9738,8832469.5548,1457769.8635,9032469.5548,1257769.8635,53.5201375643602
"999",9739,8832469.5548,1657769.8635,9032469.5548,1457769.8635,44.1231481516197
"1000",9746,8832469.5548,3057769.8635,9032469.5548,2857769.8635,NA
"1001",9747,8832469.5548,3257769.8635,9032469.5548,3057769.8635,NA
"1002",9809,9032469.5548,857769.8635,9232469.5548,657769.8635,60.8829325611617
"1003",9819,9032469.5548,2857769.8635,9232469.5548,2657769.8635,NA
"1004",9820,9032469.5548,3057769.8635,9232469.5548,2857769.8635,NA
"1005",9821,9032469.5548,3257769.8635,9232469.5548,3057769.8635,NA
"1006",9822,9032469.5548,3457769.8635,9232469.5548,3257769.8635,NA
"1007",9881,9232469.5548,457769.8635,9432469.5548,257769.8635,27.8542007247989
"1008",9882,9232469.5548,657769.8635,9432469.5548,457769.8635,23.578354077075
"1009",9892,9232469.5548,2657769.8635,9432469.5548,2457769.8635,NA
