"","cell","x","y","GD_mean","GD_median","nb_species","nb_indv_mean","nb_indv_median","nb_indv_sd","ISO3","Cell","cloMeanVal","cloMinVal","cloMaxVal","bathyVal","AP","HDI_2015","fshD","O2","SST","VEL","is_marine","SlopeAbsMin","SlopeAvgMin","SlopeAbsMax","SlopeAvgMax","SlopeRange","SlopeAvg","FlowAcc"
"29",2726,-10067530.4452,4957769.8635,0.0122699386503067,0.0122699386503067,1,2,2,NA,"USA","Land",NA,NA,NA,1398.25263525527,TRUE,"0.920",0.05036092,NA,7.1338552879317,29.6434176642415,0,0,18.0984142355647,2164,442.767824718557,424.926643263527,120.869023120688,4896.56736472582
"30",2787,-9867530.4452,2357769.8635,0.0184049079754601,0.0184049079754601,2,4,4,1.4142135623731,"MEX","Land",1.63652172555094,0.319391306327737,4.38699998026309,977.486488668241,TRUE,"0.762",0.063064971,4,20.085612282822,1.56468883660868,0,0,76.2850762359464,2782,1483.53765593716,1407.26490066225,571.888495302634,7494.1047281688
"31",2790,-9867530.4452,2957769.8635,0,0,1,2,2,NA,"MEX","Land",NA,NA,NA,1997.71597609952,FALSE,"0.762",0.063064971,4,19.3308909305037,4.31695529273285,0,0,30.2045836516425,1969,466.134759358289,436.023834988541,140.276852559206,1261.15355233002
"32",2792,-9867530.4452,3357769.8635,0.00408997955010225,0.00408997955010225,2,3.5,3.5,0.707106781186548,"MEX","Land",NA,NA,NA,1115.81484230762,TRUE,"0.762",0.063064971,4.41131833621434,18.7262524243278,11.1910529181003,0,0,48.1039358600583,2677,1127.03075801749,1079.01807580175,332.847084548105,7472.08994169096
"33",2799,-9867530.4452,4757769.8635,0.00306748466257669,0.00306748466257669,1,2,2,NA,"USA","Land",NA,NA,NA,1155.98280928592,TRUE,"0.920",0.05036092,NA,8.86750943211954,35.7752912125903,0,0,6.55747699811551,2423,236.786165613568,230.241769205188,44.6342977496952,7748.08435871855
"34",2800,-9867530.4452,4957769.8635,0.0108639794016059,0.0101180516824689,4,5.25,4,4.27200187265877,"USA","Land",NA,NA,NA,1080.20111943838,TRUE,"0.920",0.05036092,NA,7.90607701884767,40.6709970732241,0,0,8.49622857142857,2164,198.202171428571,189.802857142857,63.3952,2283.28308571429
"35",2861,-9667530.4452,2357769.8635,0,0,1,2,2,NA,"MEX","Land",NA,NA,NA,1457.447599443,TRUE,"0.762",0.063064971,4,20.5188415547087,2.03058329371544,0,0,72.5265536723164,2782,1428.96416464891,1356.76206618241,541.276836158192,3239.82518159806
"36",2862,-9667530.4452,2557769.8635,0.00635930047694754,0.00635930047694754,1,3,3,NA,"MEX","Land",NA,NA,NA,2099.7543373494,TRUE,"0.762",0.063064971,4,20.0595861091541,2.15016439601577,0,0,44.4336819766561,2911,1066.89752917993,1022.62376837957,339.16386236168,1992.81612854328
"37",2863,-9667530.4452,2757769.8635,0.0202897458029911,0.00450404038866744,10,9.1,9,5.56676646617126,"MEX","Land",NA,NA,NA,1435.18958592993,TRUE,"0.762",0.063064971,4,19.6848493968363,3.28089530787886,0,0,45.3681283762313,2763,1145.81251986018,1101.84715602161,364.095170003178,4564.94804575786
"38",2864,-9667530.4452,2957769.8635,0.0191988709515112,0.0058282208588957,5,4.8,5,0.836660026534076,"MEX","Land",NA,NA,NA,1645.01008913704,TRUE,"0.762",0.063064971,4.00583011680179,19.5894579599175,6.01723855088857,0,0,64.4497295577474,2873,1246.25660197264,1181.92411708559,447.384982500795,1281.67324212536
"39",2865,-9667530.4452,3157769.8635,0.0205231399149292,0.00424517966695881,6,5,5,1.67332005306815,"MEX","Land",NA,NA,NA,961.438021316033,TRUE,"0.762",0.063064971,4.09124983636212,19.9614376754819,10.2165873264869,0,0,43.0494890510949,3492,1317.82905109489,1274.89664233577,400.274598540146,1426.98919708029
"40",2867,-9667530.4452,3557769.8635,0.0070776478391058,0.00255623721881391,5,3.2,3,0.836660026534076,"USA","Land",NA,NA,NA,353.145512281685,TRUE,"0.920",0.05036092,4.44222850785898,19.4499107868633,23.594385717557,0,0,9.9745490141239,2968,304.340651657111,294.346804642707,69.1896238288351,31448.2533911341
"41",2868,-9667530.4452,3757769.8635,0.0240286298568507,0.0240286298568507,1,4,4,NA,"USA","Land",NA,NA,NA,637.05125087506,TRUE,"0.920",0.05036092,4.94643357184625,18.4164185163931,30.4917810894796,0,0,8.66002163498687,353,131.591871426364,122.96631123474,52.0067995673003,2797.3413691856
"42",2874,-9667530.4452,4957769.8635,0.00598159509202454,0.00598159509202454,2,5,5,0,"USA","Land",NA,NA,NA,788.442035859975,TRUE,"0.920",0.05036092,NA,8.50274731654451,51.6194970805572,0,0,5.96321652355535,2895,186.882455326062,180.944650731028,49.3413785100951,17456.5104432583
"43",2936,-9467530.4452,2557769.8635,0.0171421536485471,0.00566762054681491,7,9.71428571428571,4,12.8544970822703,"MEX","Land",0.880827588254008,0.316172415840215,1.61282758055062,1144.99088353414,TRUE,"0.762",0.063064971,4,20.6765294513541,2.600043172951,0,0,57.5497364953887,2911,1285.99769433465,1228.77783267457,461.842226613966,1133.09733201581
"44",2937,-9467530.4452,2757769.8635,0.00981763751107212,0.00317795398086125,10,12.6,3,16.9718721549641,"MEX","Land",1.79918022713689,1.08218023458193,2.83231977000833,-7.00249272953883,TRUE,"0.762",0.063064971,4,19.8484617682642,4.29517648015516,0,0,10.1298834818369,2911,899.54746401645,889.400788211104,163.662097326936,7843.55431802604
"45",2938,-9467530.4452,2957769.8635,0.0218944889093689,0.00601520965057908,4,6.25,6,2.06155281280883,"MEX","Land",0.745914892709636,0.389420213415585,1.26406914931028,106.81575080811,TRUE,"0.762",0.063064971,4.0310389280035,20.097689345407,7.80548100961933,0,0,21.3942202835333,2873,707.350054525627,685.944383860414,190.202653580516,1204.43111595783
"46",2941,-9467530.4452,3557769.8635,0.00306748466257669,0.00306748466257669,1,2,2,NA,"USA","Land",NA,NA,NA,158.955225553376,TRUE,"0.920",0.05036092,4.37359430241432,19.792156895938,31.4046747421877,0,0,6.88210617676841,448,138.686966584696,131.797627658036,48.792998698105,2412.70374656444
"47",2942,-9467530.4452,3757769.8635,0.00562372188139059,0.00460122699386503,4,3.25,3,1.5,"USA","Land",NA,NA,NA,333.296230794739,TRUE,"0.920",0.05036092,4.67548947407368,18.7383586591824,39.3202930700266,0,0,10.3407249466951,519,177.37341862118,167.104051172708,63.3651741293532,11115.4850035537
"48",2943,-9467530.4452,3957769.8635,0.0437481741162723,0.0437481741162723,1,7,7,NA,"USA","Land",NA,NA,NA,327.239613161165,TRUE,"0.920",0.05036092,5,17.3704835438032,43.6848373643476,0,0,8.43722160356347,449,152.557210467706,144.13460467706,51.6056514476615,7580.94780066815
"49",2944,-9467530.4452,4157769.8635,0.00204498977505112,0.00204498977505112,1,3,3,NA,"USA","Land",NA,NA,NA,358.060663707461,TRUE,"0.920",0.05036092,NA,15.7168784210468,47.4392544558449,0,0,6.70578182853888,1857,227.550840216463,220.83423526061,49.7077755625178,9536.15522643122
"50",2945,-9467530.4452,4357769.8635,0.0292944785276074,0.0292944785276074,1,5,5,NA,"USA","Land",NA,NA,NA,415.356619611493,TRUE,"0.920",0.05036092,NA,14.0525264436963,50.8247765971903,0,0,6.88884308876065,2537,192.789777411377,185.905331134927,43.7109095905469,7094.88774388568
"51",2948,-9467530.4452,4957769.8635,0.00153374233128834,0.00153374233128834,1,2,2,NA,"USA","Land",NA,NA,NA,521.339262562059,TRUE,"0.920",0.05036092,NA,8.66943115902521,60.4578524632032,0,0,5.91531378725466,3409,316.597770777805,310.690453113642,47.7693239641386,76909.4571117034
"52",3009,-9267530.4452,2357769.8635,0.0268736365137734,0.00371116109403636,6,10.5,4.5,16.9558249578132,"MEX","Land",0.684605882360655,0.262047059614869,1.53565882391789,23.6835183984437,TRUE,"0.762",0.063064971,4,22.1311640819389,3.00708344803736,0,0,34.9275568181818,3197,1203.75763494318,1168.78728693182,352.896839488636,2228.59996448864
"53",3010,-9267530.4452,2557769.8635,0.00764331210191083,0.00764331210191083,1,10,10,NA,"MEX","Sea",0.191120350468472,0.117958424209375,0.308102843471899,-1475.98739919355,FALSE,"0.762",0.063064971,4,21.5402390116826,3.15822150592429,0,0,81.171875,2684,1341.7078125,1260.5796875,498.6265625,856.1796875
"54",3015,-9267530.4452,3557769.8635,0.00408997955010225,0.00408997955010225,1,3,3,NA,"USA","Land",5.5421875230968,3.16510225993327,8.71823293783448,21.6812078019505,TRUE,"0.920",0.05036092,4.30614384211764,19.8132691685087,41.6314646496193,0,0,1.55529179030663,519,81.2413452027695,79.7952522255193,17.4733926805143,14705.6949554896
"55",3017,-9267530.4452,3957769.8635,0.00383435582822086,0.00383435582822086,2,2,2,0,"USA","Land",NA,NA,NA,153.528135397078,TRUE,"0.920",0.05036092,5,17.4865836715375,49.9988776404903,0,0,5.29086693288677,241,92.793250032204,87.4714672162824,35.8329254154322,1356.4277985315
"56",3018,-9267530.4452,4157769.8635,0.00868041723103073,0.0028118609406953,7,7.42857142857143,4,11.3116038187509,"USA","Land",NA,NA,NA,232.365113893605,TRUE,"0.920",0.05036092,NA,16.0247223846188,53.850802676437,0,0,7.01041931385006,2537,382.497585768742,375.448284625159,77.7733163913596,19956.4279542567
"57",3019,-9267530.4452,4357769.8635,0.0245398773006135,0.0245398773006135,2,3.5,3.5,2.12132034355964,"USA","Land",NA,NA,NA,265.875294199086,TRUE,"0.920",0.05036092,NA,14.3489267833589,57.3173477847503,0,0,5.63382702988627,2537,323.559243586353,317.923565194393,53.7685797408093,20780.4601957154
"58",3020,-9267530.4452,4557769.8635,0.0162576687116564,0,5,2.2,2,0.447213595499958,"USA","Land",NA,NA,NA,357.053111081118,TRUE,"0.920",0.05036092,NA,12.4395887091026,59.7168272645868,0,0,6.57520595269732,3409,120.659314376827,114.058995482328,44.5302949774116,11445.0340154132
"59",3021,-9267530.4452,4757769.8635,0.0196319018404908,0.0196319018404908,1,10,10,NA,"USA","Land",NA,NA,NA,362.189745607133,TRUE,"0.920",0.05036092,NA,10.5609178615585,64.0643243984017,0,0,6.12501621060822,3409,316.494229023473,310.376475165348,52.8394501361691,87245.2527558034
"60",3022,-9267530.4452,4957769.8635,0.00447999515072627,0.00447999515072627,2,3.5,3.5,0.707106781186548,"USA","Land",NA,NA,NA,408.301006477013,TRUE,"0.920",0.05036092,NA,8.63869400847201,64.7682623537,0,0,4.90516911295469,3409,210.2205488194,205.349202297384,44.2204211869815,43686.2800255265
"61",3024,-9267530.4452,5357769.8635,0.00869120654396728,0.00869120654396728,1,4,4,NA,"USA","Land",NA,NA,NA,359.225541558747,TRUE,"0.920",0.05036092,NA,4.59484431820452,75.0196418345452,0,0,2.54645278334766,392,102.321015945765,99.7112575193354,26.9475794901174,2846.36436551132
"62",3025,-9267530.4452,5557769.8635,0.00385809796957207,0.00385809796957207,1,4,4,NA,"CAN","Land",NA,NA,NA,304.123285939081,TRUE,"0.920",0.072074993,NA,2.46985157667326,86.4544095210433,0,0,1.96653301693806,501,97.4916946240079,95.2680631699534,21.192946567384,17740.3166680304
"63",3026,-9267530.4452,5757769.8635,0,0,2,2.5,2.5,0.707106781186548,"CAN","Land",NA,NA,NA,272.150425999357,TRUE,"0.920",0.072074993,NA,0.364855444462534,93.235896936311,0,0,0.876699581243861,489,178.072325906013,176.71664167916,18.9248306881042,48437.9784935119
"64",3090,-9067530.4452,3757769.8635,0.039731229915279,0.0337423312883436,3,3.66666666666667,2,2.88675134594813,"USA","Land",NA,NA,NA,60.7204598209351,TRUE,"0.920",0.05036092,4.43093416678473,18.4408163399259,51.2236119383319,0,0,3.62823355506282,1126,102.885439763489,99.2191426459719,33.7218526730722,4333.79847253018
"65",3091,-9067530.4452,3957769.8635,0.0148261758691207,0.0138036809815951,3,2,2,0,"USA","Land",NA,NA,NA,91.5401696471987,TRUE,"0.920",0.05036092,4.9883365720128,17.4399818088876,54.2739027346143,0,0,3.86608344549125,1126,151.239165545087,147.322072678331,36.3321668909825,11832.9745625841
"66",3092,-9067530.4452,4157769.8635,0.0135126475373201,0.00756220177232447,16,7.5,3,13.114877048604,"USA","Land",NA,NA,NA,209.100824350032,TRUE,"0.920",0.05036092,NA,16.0703168904516,58.5698827324439,0,0,12.4787020796793,2537,613.163242295164,600.690679027813,138.071034828364,32783.9921072413
"67",3093,-9067530.4452,4357769.8635,0.00906941842218117,0.00881901840490798,14,4.71428571428571,3.5,4.46229626000873,"USA","Land",NA,NA,NA,370.139597014668,TRUE,"0.920",0.05036092,NA,14.4217199172705,61.9649739664832,0,0,12.0357576575361,1015,299.274726757523,287.231547699366,107.910943192552,2034.70611253542
"68",3094,-9067530.4452,4557769.8635,0.0146396068967522,0.0146396068967522,2,2,2,0,"USA","Land",NA,NA,NA,267.376602644889,TRUE,"0.920",0.05036092,NA,12.5410763862449,63.5264727260634,0,0,5.28269381362569,3409,251.655181414774,246.35095275385,47.4953014878622,87044.1990341947
"69",3103,-9067530.4452,6357769.8635,0.015512936725542,0.0111368225081178,3,22.3333333333333,14,20.7926268983343,"CAN","Sea",2.19320632494791,1.38670701743648,3.04230398866137,-33.5698408607693,TRUE,"0.920",0.072074993,7.00496752909572,-7.9929739541646,68.7088609232297,0,0,1.59178082191781,615,86.7472602739726,85.3828767123288,16.9609589041096,18291.3164383562
"70",3164,-8867530.4452,3757769.8635,0.0211625606504208,0.00460122699386503,11,3.36363636363636,2,2.15743955988237,"USA","Land",NA,NA,NA,32.8274197708264,TRUE,"0.920",0.05036092,4.35978444629422,18.1930135910661,52.865142741228,0,0,2.1154226047693,3409,264.540849442641,262.382672498942,26.1430788768167,249780.233949485
"71",3165,-8867530.4452,3957769.8635,0.0146557600545331,0.00153374233128834,6,2.33333333333333,2,0.516397779494322,"USA","Land",NA,NA,NA,45.6459380121382,TRUE,"0.920",0.05036092,4.68884529439342,17.2679744121192,53.6635777904437,0,0,2.02276197085357,3409,237.923941707148,235.938514920194,26.1444829979181,195681.959056211
"72",3166,-8867530.4452,4157769.8635,0.0138872825103088,0.00741308793456033,8,3.625,3,2.0658792662828,"USA","Land",NA,NA,NA,92.2507045726767,TRUE,"0.920",0.05036092,5,15.9236363894683,58.4004232282618,0,0,4.46471624001084,3409,347.039008533117,342.617228768793,56.1125558715969,81527.9229310578
"73",3167,-8867530.4452,4357769.8635,0.0092315503546177,0.00306748466257669,17,4.17647058823529,3,2.74397736228014,"USA","Land",NA,NA,NA,272.008962890187,TRUE,"0.920",0.05036092,NA,14.3252230662102,63.296704656958,0,0,10.7801952580195,1017,268.029986052999,257.261227336123,92.9486750348675,2458.97266387727
"74",3168,-8867530.4452,4557769.8635,0.0163853218000991,0.00766871165644172,7,3.14285714285714,3,0.899735410842437,"USA","Land",NA,NA,NA,258.385979062694,TRUE,"0.920",0.05036092,NA,12.4952060087723,64.6711876767896,0,0,7.17736397253038,3409,279.461833069202,272.386819862652,58.4926043317485,96888.574352879
"75",3169,-8867530.4452,4757769.8635,0.00971370143149284,0.00920245398773006,3,2.33333333333333,2,0.577350269189626,"USA","Land",NA,NA,NA,223.604776830901,TRUE,"0.920",0.05036092,NA,10.5123375317127,66.019846179395,0,0,2.89391408114558,632,113.138663484487,110.261813842482,30.9696897374702,22201.5650357995
"76",3170,-8867530.4452,4957769.8635,0.0044478527607362,0.00204498977505112,4,3.25,2.5,1.89296944860009,"USA","Land",NA,NA,NA,301.240236536698,TRUE,"0.920",0.05036092,NA,8.49253734759735,68.005566077368,0,0,5.50959752321981,632,129.380433436533,123.898699690402,42.1609907120743,8816.61374613003
"77",3171,-8867530.4452,5157769.8635,0.00903203817314247,0.00562372188139059,3,2.66666666666667,2,1.15470053837925,"USA","Land",NA,NA,NA,323.399957243422,TRUE,"0.920",0.05036092,NA,6.37852783199696,69.501026964013,0,0,6.91471119133574,632,202.577504512635,195.707242779783,61.6163131768953,11011.5344088448
"78",3172,-8867530.4452,5357769.8635,0.00419222461014307,0.00132924335378323,16,5.625,5,2.18708329364323,"USA","Land",NA,NA,NA,368.273913170932,TRUE,"0.920",0.05036092,NA,4.15035724519178,75.7914570768819,0,0,3.27624936900555,679,200.314487632509,197.002019182231,42.9078117112569,8043.72046945987
"79",3229,-8667530.4452,1957769.8635,0.00712992722858069,0.00191352614665498,12,5.33333333333333,5.5,2.3094010767585,"GTM","Land",7.32225000858307,2.7637500166893,20.6115002632141,628.288023890433,TRUE,"0.640",0.024997955,4,24.3156508994963,3.41469825801644,0,0,51.9367181751288,3117,1379.15172921266,1327.45283296542,477.037969094923,1365.67284768212
"80",3230,-8667530.4452,2157769.8635,0,0,1,3,3,NA,"GTM","Land",NA,NA,NA,219.385929504821,TRUE,"0.640",0.024997955,4,24.4955801633981,4.46361907653876,0,0,10.3065682202738,3117,366.354253191817,356.02538071066,100.170435317643,1387.95923704046
"81",3231,-8667530.4452,2357769.8635,0.0345097295132081,0.0345097295132081,1,5,5,NA,"MEX","Land",5.19733338885837,3.13322220908271,8.96766667895847,129.902020140865,TRUE,"0.762",0.063064971,4,24.549060460447,5.61686964856296,0,0,5.47724184782609,506,154.207880434783,148.75730298913,49.5743885869565,722.44921875
"82",3238,-8667530.4452,3757769.8635,0.0174559112985685,0.0140844106047327,8,3.625,3,2.13390989232709,"USA","Land",14.4092588424683,10.7614470874562,19.0124000661513,61.6090416712723,TRUE,"0.920",0.05036092,4.25714582998541,17.9803719965637,49.5727677412436,0,0,3.35942616560112,3409,110.264930609699,106.915640106035,29.7006081397162,48355.6518010292
"83",3239,-8667530.4452,3957769.8635,0.0369753323108384,0.0212167689161554,10,2.8,2.5,1.03279555898864,"USA","Land",NA,NA,NA,101.208295063663,TRUE,"0.920",0.05036092,4.43460118269983,17.0570792844129,49.6424849404056,0,0,4.33978181818182,253,96.0730181818182,91.7345454545455,35.6923636363636,2063.8416
"84",3240,-8667530.4452,4157769.8635,0.0196972649163929,0.0115124914006766,12,2.66666666666667,2,1.07308673997732,"USA","Land",NA,NA,NA,92.901130839146,TRUE,"0.920",0.05036092,5,15.7564709973874,53.4391367738264,0,0,3.83815897295821,3409,212.480879541109,208.65064190112,36.3336520076482,128241.208959301
"85",3241,-8667530.4452,4357769.8635,0.0163430662350527,0.00521472392638037,14,4.28571428571429,3,3.87156441106318,"USA","Land",NA,NA,NA,114.652860368513,TRUE,"0.920",0.05036092,NA,14.1225656918457,60.2962361847668,0,0,3.62169972415605,3409,351.583344279522,347.954551425194,47.7883882831998,197679.503743596
"86",3242,-8667530.4452,4557769.8635,0.00170415814587594,0.00153374233128834,6,3.16666666666667,2.5,1.47196014438797,"USA","Land",NA,NA,NA,176.110702223118,TRUE,"0.920",0.05036092,NA,12.3765135138363,64.5353807757698,0,0,4.94939350463023,3409,269.657884439807,264.789617842703,43.7551845571932,127109.727142298
"87",3243,-8667530.4452,4757769.8635,0.0148261758691207,0.0153374233128834,4,2.5,2.5,0.577350269189626,"USA","Land",NA,NA,NA,197.700966467496,TRUE,"0.920",0.05036092,NA,10.4762230364338,67.2019002487949,0,0,2.73028503562945,632,87.8293349168646,85.1011876484561,23.482541567696,6931.21781472684
"88",3244,-8667530.4452,4957769.8635,0.0151312589570938,0.00312807695220783,14,5,2.5,7.87400787401181,"USA","Land",NA,NA,NA,266.398033077191,TRUE,"0.920",0.05036092,NA,8.45578214221489,68.8969705545573,0,0,7.03292637809841,632,179.339745961278,172.345665310149,57.0421753607103,14425.9126896041
"89",3245,-8667530.4452,5157769.8635,0.00703868308627881,0.00230061349693252,7,4.42857142857143,4,0.975900072948533,"USA","Land",NA,NA,NA,374.800555835509,TRUE,"0.920",0.05036092,NA,6.3501516366321,69.9637835904172,0,0,4.25171574053575,464,132.50951959265,128.245738321895,39.7756254150985,1530.09419969006
"90",3246,-8667530.4452,5357769.8635,0.0156441717791411,0.00460122699386503,3,3,2,1.73205080756888,"USA","Land",NA,NA,NA,250.214346436842,TRUE,"0.920",0.05036092,NA,3.97406712175353,75.2189541905684,0,0,0.975932611311673,731,247.394223826715,246.415563578018,39.3328519855596,15734.3208182912
"91",3304,-8467530.4452,2157769.8635,0.00766166536701773,0.00766166536701773,2,2,2,0,"BLZ","Sea",0.619724675780767,0.445464933208831,0.896940256074651,-1447.05102750942,TRUE,"0.706",0.642491964,4,24.4845210556862,4.31844235202298,0,0,16.0279676817899,1507,599.593536357986,583.592293349907,176.606587942822,756.914853946551
"92",3305,-8467530.4452,2357769.8635,0.00116502630230001,0.000461302866989034,6,5.5,4,4.23083916026124,"MEX","Sea",2.36736101151481,1.48624547964991,3.54034296541545,-759.452261306533,TRUE,"0.762",0.063064971,4,25.1066990319328,6.02925872600558,0,0,1.66974595842956,506,120.362586605081,118.743648960739,28.2797756516001,2439.09699769053
"93",3306,-8467530.4452,2557769.8635,0.00043010752688172,0.00043010752688172,1,15,15,NA,"MEX","Land",0.41001709862652,0.299521368410852,0.600965815731603,-108.917358870968,TRUE,"0.762",0.063064971,4,25.7799634066788,8.12665485028101,0,0,0.758683314415437,312,30.3080590238365,29.5457434733258,8.88989784335982,744.409080590238
"94",3312,-8467530.4452,3757769.8635,0.0124807457267369,0.00408997955010225,11,3.72727272727273,3,1.95401684183679,"USA","Land",8.4485174477934,5.22785317126688,13.0888112158208,39.6522824800237,TRUE,"0.920",0.05036092,4.22080988675499,17.8981446226129,43.072928287825,0,0,4.49131909798443,1488,162.544402314907,158.094791458791,41.2851726202355,6359.01237277988
"95",3313,-8467530.4452,3957769.8635,0.0174130966910255,0.00617283950617284,19,2.42105263157895,2,0.507257273501788,"USA","Land",NA,NA,NA,90.5176117459858,TRUE,"0.920",0.05036092,4.27562801159101,16.9636492472604,45.7580314915756,0,0,5.75509920910226,1488,215.970029138338,210.236714305536,54.4713473012349,5372.17025114472
"96",3314,-8467530.4452,4157769.8635,0.00824244093414271,0.000769675814630331,26,3.03846153846154,2.5,1.37056978606036,"USA","Land",NA,NA,NA,186.352221279004,TRUE,"0.920",0.05036092,4.99909762576618,15.5991118297775,48.5319826369397,0,0,7.04319160387513,1937,290.957615715823,283.890877287406,74.076560818084,8329.33571044134
"97",3315,-8467530.4452,4357769.8635,0.0130794352582402,0.00322085889570552,18,2.72222222222222,2,1.01781516613691,"USA","Land",NA,NA,NA,165.201024505053,TRUE,"0.920",0.05036092,NA,13.8781461921674,55.429573761826,0,0,6.25907803244914,1937,368.497424671646,362.10494463044,73.7194179757919,24352.1242595931
"98",3316,-8467530.4452,4557769.8635,0.029959918200409,0.0302674846625767,4,2.75,3,0.5,"USA","Land",NA,NA,NA,149.888328384397,TRUE,"0.920",0.05036092,NA,12.1986228186608,62.595877636254,0,0,3.38154713940371,1502,159.899811979586,156.512892828364,37.0248455546602,19524.5500940102
"99",3317,-8467530.4452,4757769.8635,0.00649019197441634,0.00454480112674679,4,7,2,10,"USA","Land",NA,NA,NA,209.511703383163,TRUE,"0.920",0.05036092,NA,10.4521515489924,66.5137528916402,0,0,2.09849918022449,241,59.4754697944255,57.4588220456552,17.1571446588473,1807.50939588851
"100",3318,-8467530.4452,4957769.8635,0.0112016302115563,0.00256570476406877,14,5.07142857142857,2,8.95685629700928,"USA","Land",NA,NA,NA,173.069659639319,TRUE,"0.920",0.05036092,NA,8.47286765928503,69.2627973937434,0,0,0.458501020705745,308,236.907028288131,236.448818897638,35.1577719451735,15963.5361913094
"101",3319,-8467530.4452,5157769.8635,0.0171055844272765,0.00513140952813754,5,9.2,3,14.9899966644426,"USA","Land",NA,NA,NA,202.062431006991,TRUE,"0.920",0.05036092,NA,6.2846016892173,69.4523804360188,0,0,0.684156868075851,472,234.797084211242,234.108917284035,36.098994086862,14933.8926119758
"102",3320,-8467530.4452,5357769.8635,0.00903203817314247,0.0081799591002045,3,2.66666666666667,3,0.577350269189626,"USA","Land",NA,NA,NA,161.064045208382,TRUE,"0.920",0.05036092,NA,3.81850715453358,76.7597831756614,0,0,0.779220467527481,706,248.711491383862,247.930542888686,37.6970671530744,16458.6691787069
"103",3386,-8267530.4452,3757769.8635,0.0110836196690001,0,11,3.90909090909091,3,3.01511344577764,"USA","Land",5.44473610280289,3.37145835906267,8.18815278593037,56.3287830219963,TRUE,"0.920",0.05036092,4.27343738632024,18.0400092772496,35.4402952731849,0,0,3.58704937638818,1077,139.208781821288,135.575943960362,33.9169656586366,3236.86058431574
"104",3387,-8267530.4452,3957769.8635,0.0354135640860118,0.00422054428189398,20,3.1,2,2.04939015319192,"USA","Land",NA,NA,NA,182.661389954437,TRUE,"0.920",0.05036092,4.42853745403301,16.8052693677123,38.889289143684,0,0,7.99863797330428,1488,328.500408608009,320.403432307273,71.4485153909017,3107.61890493054
"105",3388,-8267530.4452,4157769.8635,0.00534137610203077,0.00153846153846154,21,4.19047619047619,4,1.83354977077383,"USA","Land",NA,NA,NA,301.139822447685,TRUE,"0.920",0.05036092,4.71328130010831,15.5180411329561,42.9362992467107,0,0,11.6499474789916,1937,668.880514705882,657.244616596639,165.374474789916,7120.37408088235
"106",3389,-8267530.4452,4357769.8635,0.00609248669243472,0.00309119010819165,35,3.34285714285714,3,1.84618616649149,"USA","Land",NA,NA,NA,288.787338193978,TRUE,"0.920",0.05036092,NA,13.6927373433534,49.7694000759264,0,0,9.59092627599244,1937,423.143289224953,413.439949590422,110.734845620668,4063.804536862
"107",3390,-8267530.4452,4557769.8635,0.0146216768916155,0.015439672801636,4,3.25,2.5,1.89296944860009,"USA","Land",NA,NA,NA,223.755255330947,TRUE,"0.920",0.05036092,NA,11.9105268186566,57.3853503310011,0,0,6.74500193473494,1502,256.68141364633,249.979104862634,61.0552044369921,20245.4507932413
"108",3391,-8267530.4452,4757769.8635,0.00685071574642127,0.00582822085889571,3,5,5,0,"USA","Land",NA,NA,NA,263.767998824567,TRUE,"0.920",0.05036092,NA,10.3654153943012,65.1229512163223,0,0,2.33461194220688,274,55.3309039764736,53.0199462984273,18.6821378340366,772.431658355709
"109",3393,-8267530.4452,5157769.8635,0.00153374233128834,0.00153374233128834,1,2,2,NA,"USA","Land",NA,NA,NA,205.527356574587,TRUE,"0.920",0.05036092,NA,6.20861273924957,73.3956036310126,0,0,1.12491060045399,543,245.332162069716,244.199166640754,40.3317267327964,15219.0492241674
"110",3394,-8267530.4452,5357769.8635,0.00803858520900321,0.00803858520900321,1,2,2,NA,"USA","Land",NA,NA,NA,130.008867587137,TRUE,"0.920",0.05036092,NA,3.70478522012154,81.2625720146446,0,0,0.529211583638878,648,247.605616176697,247.11021582102,36.4191494500187,16855.0934858498
"111",3455,-8067530.4452,2757769.8635,0.00524691358024691,0.00308641975308642,5,2.4,2,0.547722557505166,"CUB","Land",1.83669040413344,1.1431397274851,3.27684657994198,-850.734168199893,TRUE,"0.775",0.28860802,4.00022450697894,25.2196688804405,8.20671670221975,0,0,13.926854754441,1271,416.287356321839,402.412748171369,124.554858934169,156.453500522466
"112",3458,-8067530.4452,3357769.8635,0,0,1,2,2,NA,"USA","Sea",0.896713176814392,0.466844962462205,1.66933721399238,-61.521498315537,TRUE,"0.920",0.05036092,4.10138972725122,21.2186872371856,24.2323521518222,0,0,0.854545454545454,71,32.6,31.7181818181818,10.7090909090909,122.818181818182
"113",3460,-8067530.4452,3757769.8635,0.0364595156759082,0.0364595156759082,2,5,5,0,"USA","Land",21.4166999816895,13.6775999069214,30.5014001846313,59.1658929295162,TRUE,"0.920",0.05036092,4.26688246637145,18.2422788385595,31.4235668749128,0,0,2.19601975160856,369,63.526559928176,61.3887475684573,21.3960796049678,1498.09681280862
"114",3461,-8067530.4452,3957769.8635,0.0214723926380368,0.0214723926380368,2,2,2,0,"USA","Land",NA,NA,NA,146.096187440344,TRUE,"0.920",0.05036092,4.36970783357737,16.7415983175821,33.5420425890598,0,0,5.69988770353734,369,119.705081414935,114.063026389669,45.193711398091,1424.25421111735
