cell,ISO3,Cell,cloMeanVal,cloMinVal,cloMaxVal,bathyVal,AP,HDI_2015,fshD
3685,USA,Land,26.3629556020101,18.7670667436388,37.260866716173,47.9834531258079,TRUE,0.920,0.05036092
3686,USA,Land,33.2983187581157,22.1587693874653,46.4435279971951,104.686814202416,TRUE,0.920,0.05036092
3687,USA,Land,NA,NA,NA,323.474842459268,TRUE,0.920,0.05036092
3689,CAN,Land,NA,NA,NA,217.26689266572,TRUE,0.920,0.072074993
3709,CHL,Sea,3.29255555787434,0.725465277002917,8.17161111895823,-262.554010562799,TRUE,0.847,0.088980488
3710,CHL,Sea,3.66259618713742,1.31640380972908,7.44116952669053,-488.705503015647,TRUE,0.847,0.088980488
3729,PER,Land,15.4524002075195,11.5727999687195,23.1921998977661,3375.59084004411,TRUE,0.740,0.17779782
3732,PER,Land,NA,NA,NA,451.92041851617,TRUE,0.740,0.17779782
3738,COL,Land,NA,NA,NA,491.424682858418,TRUE,0.727,0.052642593
3739,COL,Land,NA,NA,NA,1586.50256344527,TRUE,0.727,0.052642593
3750,CUB,Land,0.481369485971281,0.22005762675051,0.943538966951734,-1011.22602409639,TRUE,0.775,0.28860802
3752,BHS,Sea,0.257619047831921,0.199695238527798,0.349308571262019,-1708.12318542463,FALSE,0.792,0.427934106
3753,BHS,Sea,0.0811980001181364,0.0598500001356006,0.11338200058043,-4398.72870327464,FALSE,0.792,0.427934106
3758,USA,Sea,1.37489260415691,0.959399651132629,1.84430104911222,-1719.66270344536,TRUE,0.920,0.05036092
3759,USA,Sea,5.04407634634439,3.26622138294669,6.9326202374037,-323.416498612476,TRUE,0.920,0.05036092
3760,USA,Sea,9.83673658472736,6.51126829480253,14.6154097150012,-7.56554250474703,TRUE,0.920,0.05036092
3761,USA,Land,16.1660832564036,12.4696665803591,20.9675831794739,192.096385542169,TRUE,0.920,0.05036092
3762,USA,Land,NA,NA,NA,423.388087784208,TRUE,0.920,0.05036092
3763,CAN,Land,NA,NA,NA,214.673950555072,TRUE,0.920,0.072074993
3764,CAN,Land,NA,NA,NA,378.205434878199,TRUE,0.920,0.072074993
3782,CHL,Land,3.27235210940272,0.837907446761966,8.66514487816414,87.7544367888089,TRUE,0.847,0.088980488
3784,CHL,Land,4.80037499964237,2.13818751275539,8.72831255197525,799.498265695456,TRUE,0.847,0.088980488
3786,CHL,Land,5.65288089021751,0.880390581290478,15.4293711826081,218.583114528632,TRUE,0.847,0.088980488
3787,CHL,Land,6.49528513417756,1.17346694018723,15.4298181681594,149.731927710843,TRUE,0.847,0.088980488
3788,CHL,Land,3.45291870590148,1.06631300943654,7.44150815310517,-40.9465809117569,TRUE,0.847,0.088980488
3789,CHL,Land,3.35147809507362,1.11036653407066,6.85027490431569,-279.627573781743,TRUE,0.847,0.088980488
3791,CHL,Sea,0.950117754169564,0.515702899221493,1.89888587032539,-3842.78960573477,FALSE,0.847,0.088980488
3799,PER,Sea,0.267656249646097,0.181164583470672,0.466595833438138,-4541.55091992219,FALSE,0.740,0.17779782
3808,PER,Land,NA,NA,NA,135.18921744325,TRUE,0.740,0.17779782
3809,PER,Land,NA,NA,NA,128.804885895676,TRUE,0.740,0.17779782
3814,COL,Land,NA,NA,NA,1125.72520908005,TRUE,0.727,0.052642593
3817,COL,Land,NA,NA,NA,285.436666103699,TRUE,0.727,0.052642593
3818,COL,Land,0.84007317191217,0.461829266533619,1.40707316776601,676.724856443168,TRUE,0.727,0.052642593
3834,USA,Sea,0.752222222276032,0.388565971904124,1.56394964963612,-1178.83187677149,TRUE,0.920,0.05036092
3835,USA,Sea,5.21182324886322,2.73340929081274,8.9517813932064,5.44054878048781,TRUE,0.920,0.05036092
3836,USA,Land,NA,NA,NA,285.920847091694,TRUE,0.920,0.05036092
3837,USA,Land,NA,NA,NA,259.169692137863,TRUE,0.920,0.05036092
3838,CAN,Land,NA,NA,NA,323.715313750883,TRUE,0.920,0.072074993
3865,CHL,Land,2.73318243671108,1.05601351808857,7.39643244243957,579.416010709505,TRUE,0.847,0.088980488
3867,CHL,Land,1.46828846232249,0.551658655301883,3.86771634192421,304.84961042326,TRUE,0.847,0.088980488
3872,CHL,Sea,0.817717999309301,0.423931999325752,1.55730600142479,-3666.19387000739,FALSE,0.847,0.088980488
3873,CHL,Sea,0.927919586663394,0.474861855267249,1.71763711159991,-3230.79326350629,FALSE,0.847,0.088980488
3874,PER,Sea,1.98437755235604,0.977690475530365,3.60427551691224,-139.293274106527,TRUE,0.740,0.17779782
3875,PER,Land,5.44899988174438,1.98000001907349,14.289999961853,3629.92577489445,TRUE,0.740,0.17779782
3892,VEN,Land,12.7096193168651,6.93348293649879,20.4238181547685,163.690952290839,TRUE,0.767,0.086759548
3899,TCA,Sea,0.158461846949824,0.118570280579259,0.204138554662586,-3954.67521316794,TRUE,0.910,0.063119295
3910,USA,Land,5.91332776811388,3.13956666456329,12.2022611445851,97.583325427695,TRUE,0.920,0.05036092
3911,USA,Land,8.03866688410441,5.17333316802979,11.5263334910075,405.891932750011,TRUE,0.920,0.05036092
3912,CAN,Land,13.341816308547,10.391163266435,17.6464081199802,404.409154867646,TRUE,0.920,0.072074993
3913,CAN,Land,NA,NA,NA,422.217007402432,TRUE,0.920,0.072074993
3929,CHL,Sea,1.39857952817688,0.429626773426852,3.29619212694994,-260.246805403432,TRUE,0.847,0.088980488
3947,CHL,Land,5.93899989128113,2.76549994945526,10.2699999809265,3054.1234889306,TRUE,0.847,0.088980488
3955,BRA,Land,NA,NA,NA,155.076157260621,TRUE,0.754,0.051812975
3956,BRA,Land,NA,NA,NA,136.307005800982,TRUE,0.754,0.051812975
3957,BRA,Land,NA,NA,NA,100.116487225498,TRUE,0.754,0.051812975
3961,COL,Land,NA,NA,NA,160.286828163719,TRUE,0.727,0.052642593
3967,CUW,Sea,0.454539647974107,0.301508808303378,0.685116741986789,-1269.7145473084,TRUE,0.924,0.065805871
3976,NA,Sea,0.0527923811546394,0.0389523807806628,0.0732819048705555,-5356.91764213251,FALSE,NA,NA
3983,USA,Sea,1.32528639760017,0.742231998825073,2.9851375992775,-582.535491559735,TRUE,0.920,0.05036092
3984,USA,Sea,1.2560770472401,0.675295344660026,2.82826806128886,-161.803291907789,TRUE,0.920,0.05036092
3986,USA,Land,7.82158000946045,4.65321996688843,12.6964200782776,299.274690000879,TRUE,0.920,0.05036092
3987,CAN,Land,9.71820000012716,2.11798332730929,25.4798500160376,315.966080349272,TRUE,0.920,0.072074993
4003,CHL,Land,1.18777178789942,0.415930270877107,2.61035023395875,-348.691882682244,TRUE,0.847,0.088980488
4007,ARG,Land,1.80572625911436,1.07056983456265,3.02317318836404,117.863318947432,TRUE,0.827,0.031054587
4027,BRA,Land,NA,NA,NA,166.102672469985,TRUE,0.754,0.051812975
4028,BRA,Land,NA,NA,NA,138.477615726062,TRUE,0.754,0.051812975
4033,BRA,Land,NA,NA,NA,90.7992822353243,TRUE,0.754,0.051812975
4036,VEN,Land,NA,NA,NA,264.977093559423,TRUE,0.767,0.086759548
4037,VEN,Land,NA,NA,NA,319.58109687427,TRUE,0.767,0.086759548
4038,VEN,Land,NA,NA,NA,75.240623871146,TRUE,0.767,0.086759548
4040,VEN,Sea,0.40644557738588,0.22577550948984,0.753173463097235,-240.176412456107,TRUE,0.767,0.086759548
4044,PRI,Sea,0.146060000240803,0.0939100001230836,0.221375999897718,-3862.98642284876,TRUE,0.920,0.049312466
4045,PRI,Land,0.100102803948396,0.0736565422440801,0.135299065507182,-3241.75594841678,TRUE,0.920,0.049312466
4056,USA,Sea,0.302141666933894,0.133453333539267,0.634803333530823,-4436.88161852431,TRUE,0.920,0.05036092
4057,USA,Sea,0.765695999574661,0.444326399683952,1.38863359708786,-1602.82110556045,TRUE,0.920,0.05036092
4058,CAN,Sea,1.08992320041656,0.549087999916077,2.39626559925079,-155.501027732979,TRUE,0.920,0.072074993
4059,CAN,Sea,3.09401591481834,1.97588063116415,5.17619896251264,-10.3743032968376,TRUE,0.920,0.072074993
4060,CAN,Land,16.5574287005833,7.23590474185489,28.0596187682379,257.625157564565,TRUE,0.920,0.072074993
4061,CAN,Land,6.26759778001652,1.00668634408294,16.9905830467759,167.266193694639,TRUE,0.920,0.072074993
4077,ARG,Sea,0.494650989678679,0.210382425595112,0.917673266465121,-2165.8375,TRUE,0.827,0.031054587
4081,ARG,Sea,1.55116438448338,0.641757991987095,3.18184170766508,-82.9664179104478,TRUE,0.827,0.031054587
4082,ARG,Sea,1.65571506350008,0.943835614478751,3.80610958893005,39.0565297574394,TRUE,0.827,0.031054587
4083,ARG,Land,1.28509019776887,0.749380391251807,2.43318432102016,68.2869218810727,TRUE,0.827,0.031054587
4099,BOL,Land,NA,NA,NA,146.703576800936,TRUE,0.674,0.011396919
4100,BRA,Land,NA,NA,NA,174.091770815741,TRUE,0.754,0.051812975
4101,BRA,Land,NA,NA,NA,150.306937172775,TRUE,0.754,0.051812975
4102,BRA,Land,NA,NA,NA,99.5972623089983,TRUE,0.754,0.051812975
4105,BRA,Land,NA,NA,NA,66.579615648593,TRUE,0.754,0.051812975
4107,BRA,Land,NA,NA,NA,77.3233956760467,TRUE,0.754,0.051812975
4114,VEN,Sea,1.16885788111108,0.58181654070853,2.38309302841354,-266.573087316332,TRUE,0.767,0.086759548
4116,VEN,Sea,0.286623999774456,0.150630000129342,0.682049999713898,-3831.68189035601,FALSE,0.767,0.086759548
4117,VEN,Sea,0.165648421362827,0.0985578950141606,0.262128421225046,-3956.9164598842,FALSE,0.767,0.086759548
4118,VIR,Sea,0.130540000408888,0.0770440002456307,0.20259199988842,-3311.5610774521,TRUE,0.920,0.050471245
4119,VGB,Land,0.130221766337477,0.0977987685992365,0.176488707258961,-2944.0867644675,TRUE,0.910,0.063119295
4130,NA,Sea,0.272291666244467,0.132831666829685,0.603010000338157,-4808.0616986098,FALSE,NA,NA
4132,CAN,Sea,0.823806452222409,0.53514032354278,1.60293225554689,-769.490490855982,TRUE,0.920,0.072074993
4133,CAN,Land,4.85913149563911,3.153173020348,8.20540835040663,60.6063105605299,TRUE,0.920,0.072074993
4134,CAN,Land,9.12717464473886,3.74815774484419,16.0992535483669,25.4456233812103,TRUE,0.920,0.072074993
4135,CAN,Sea,4.04749070627745,0.867369769201722,9.63959535554398,40.1817888052153,TRUE,0.920,0.072074993
4152,FLK,Sea,0.78298967626787,0.180338064489826,1.47185161413685,-349.987626882936,FALSE,0.910,0.063119295
4154,ARG,Sea,1.38706142936434,0.262034285728421,3.13922714335578,-139.005225201883,FALSE,0.827,0.031054587
4155,ARG,Sea,1.69364592287276,0.37020888849541,4.51599554732994,-95.2680123478991,FALSE,0.827,0.031054587
4156,ARG,Sea,1.52708450412153,0.590370892452336,4.46447886827406,-82.9740979421562,TRUE,0.827,0.031054587
4158,ARG,Land,5.64194284393674,4.59723809106009,7.22088564918155,41.8462776726742,TRUE,0.827,0.031054587
4159,ARG,Land,NA,NA,NA,180.421789284799,TRUE,0.827,0.031054587
4170,BOL,Land,NA,NA,NA,470.261125309318,FALSE,0.674,0.011396919
4176,BRA,Land,NA,NA,NA,86.55351934052,TRUE,0.754,0.051812975
4181,BRA,Land,NA,NA,NA,43.9795992480561,TRUE,0.754,0.051812975
4188,VEN,Sea,4.66612390911888,2.44046973915883,9.47621611971677,61.1061838978952,TRUE,0.767,0.086759548
4193,AIA,Land,0.0819480002447963,0.0588820001333952,0.117633999913931,-4211.49256321769,TRUE,0.910,0.063119295
