x	y	cell	GD_mean	GD_median	nb_species	nb_indv_mean	nb_indv_median	nb_indv_sd	ISO3	Cell	cloMeanVal	cloMinVal	cloMaxVal	bathyVal	AP	HDI_2015	fshD	O2	SST	VEL	basin_area	is_marine
1532469.5548	-242230.1365	6992	0.004952930981291	0.003072196620584	13	2	2	0	COG	Land	NA	NA	NA	412.932609814688	TRUE	0.592	0.228303718	NA	24.6113839724974	6.61014014587221	3453181.86321	0
1532469.5548	4557769.8635	7016	0.003067484662577	0.003067484662577	1	3	3	NA	ITA	Sea	0.212116278811943	0.110486046675333	0.384997673159422	-643.67698069915	TRUE	0.887	0.084837917	4.98846018370481	14.6975799347954	2.13392113461806	NA	0
1532469.5548	4757769.8635	7017	0.002811364583954	0.002811364583954	1	5	5	NA	ITA	Land	0.440301020458645	0.260056122225158	0.721627550617773	232.898390375033	TRUE	0.887	0.084837917	5.0000446263407	12.7036734101252	3.18126695353215	1564.73107152	0
1532469.5548	4957769.8635	7018	0.000511247443763	0.000511247443763	2	2.5	2.5	0.707106781186548	HRV	Sea	0.42542076547832	0.225051001759283	0.685961750822858	-58.379191008382	TRUE	0.827	0.091580056	5	11.6413211203836	6.38194487166644	NA	0
1532469.5548	5157769.8635	7019	0.001640948138163	0.000669358761069	10	3.7	3.5	1.94650684275419	HRV	Land	0.349255554543601	0.255999999410576	0.450788890984323	423.64421071998	TRUE	0.827	0.091580056	5	10.2174360923429	8.38397798165281	802142.862437	0
1532469.5548	5357769.8635	7020	0	0	1	2	2	NA	AUT	Land	NA	NA	NA	470.590048858017	TRUE	0.893	0.040251332	5	8.87885972454126	13.6905771165822	802142.862437	0
1532469.5548	5557769.8635	7021	0.006288232287229	0.002313031182814	20	5.75	5	3.16019652953154	CZE	Land	NA	NA	NA	413.634834775767	TRUE	0.878	0.029343378	5.2406015037594	8.29309697902134	20.6790332767667	802142.862437	0
1532469.5548	5757769.8635	7022	0	0	1	2	2	NA	POL	Land	NA	NA	NA	174.181773121852	TRUE	0.855	0.069168079	7.37469474859799	8.06867570646115	28.5496259831484	118991.635969	0
1532469.5548	6157769.8635	7024	0	0	1	2	2	NA	SWE	Land	12.5674027110936	6.11072355386747	20.819525647082	77.0334924292297	TRUE	0.913	0.078469369	7.37906676050519	6.54795670553699	39.6728958051915	4258.66580291	0
1532469.5548	6357769.8635	7025	0	0	1	2	2	NA	SWE	Land	25.9171108669705	9.39077758789062	39.8956663343642	151.287929101259	TRUE	0.913	0.078469369	7.60731647910834	3.88623090197316	30.229548955902	23208.8415085	0
1732469.5548	-642230.1365	7064	0.010193706450886	0.010193706450886	1	8	8	NA	COD	Land	NA	NA	NA	552.954803340346	FALSE	0.435	0.248643257	NA	24.0415626964675	5.6093135269356	3453181.86321	0
1732469.5548	-242230.1365	7066	0.121423231209497	0.121423231209497	2	2.5	2.5	0.707106781186548	COD	Land	NA	NA	NA	322.448389301888	FALSE	0.435	0.248643257	NA	24.7926810711253	7.31429069942589	3453181.86321	0
1732469.5548	557769.8635	7070	0.004505686987369	0.002048131080389	9	2.11111111111111	2	0.333333333333333	CAF	Land	NA	NA	NA	498.696712777034	FALSE	0.352	0.047774018	NA	24.656002193087	5.96130834751032	3453181.86321	0
