x	y	cell	GD_mean	GD_median	nb_species	nb_indv_mean	nb_indv_median	nb_indv_sd	ISO3	Cell	cloMeanVal	cloMinVal	cloMaxVal	bathyVal	AP	HDI_2015	fshD	O2	SST	VEL	basin_area	is_marine
-10267530.4452	3557769.8635	2645	0.001064962726305	0.001064962726305	1	3	3	NA	MEX	Land	NA	NA	NA	1729.53137199963	TRUE	0.762	0.063064971	4.81607418522543	17.8346132480508	7.20430991648291	NA	0
-10267530.4452	4157769.8635	2648	0.019346515356625	0.019346515356625	1	5	5	NA	USA	Land	NA	NA	NA	1870.25486155147	TRUE	0.92	0.05036092	NA	12.1799672692143	12.5126199062242	NA	0
-10267530.4452	4357769.8635	2649	0.011844231437969	0.011844231437969	2	3.5	3.5	0.707106781186548	USA	Land	NA	NA	NA	2434.88444766189	TRUE	0.92	0.05036092	NA	10.0460934006074	12.4344161383022	480465.58352	0
-10067530.4452	2757769.8635	2715	0	0	1	3	3	NA	MEX	Land	5.13928580284119	1.79385709762573	11.5509999820164	1371.33729938026	TRUE	0.762	0.063064971	4	18.9505199535028	2.10874594785042	122345.104276	0
-10067530.4452	3157769.8635	2717	0.002351738241309	0.000920245398773	3	4.33333333333333	5	1.15470053837925	MEX	Land	NA	NA	NA	1639.60249302109	TRUE	0.762	0.063064971	4.00554398291653	18.6971938708304	4.3496678962966	46214.95852	0
-10067530.4452	3957769.8635	2721	0.014826175869121	0.014826175869121	2	3	3	0	USA	Land	NA	NA	NA	1255.72669246347	TRUE	0.92	0.05036092	NA	14.7972087656386	17.2034342453068	480465.58352	0
-10067530.4452	4157769.8635	2722	0.004601226993865	0.004601226993865	1	2	2	NA	USA	Land	NA	NA	NA	1449.62031338427	TRUE	0.92	0.05036092	NA	12.7377635032334	19.0274958900715	480465.58352	0
-10067530.4452	4357769.8635	2723	0.001533742331288	0.001533742331288	1	2	2	NA	USA	Land	NA	NA	NA	1993.52834694725	TRUE	0.92	0.05036092	NA	10.7126287155389	19.8939364281804	3017672.48742	0
-10067530.4452	4957769.8635	2726	0.012269938650307	0.012269938650307	1	2	2	NA	USA	Land	NA	NA	NA	1398.25263525527	TRUE	0.92	0.05036092	NA	7.1338552879317	29.6434176642415	3017672.48742	0
-9867530.4452	2357769.8635	2787	0.01840490797546	0.01840490797546	2	4	4	1.4142135623731	MEX	Land	1.63652172555094	0.319391306327737	4.38699998026309	977.486488668241	TRUE	0.762	0.063064971	4	20.085612282822	1.56468883660868	111158.492579	0
-9867530.4452	2957769.8635	2790	0	0	1	2	2	NA	MEX	Land	NA	NA	NA	1997.71597609952	FALSE	0.762	0.063064971	4	19.3308909305037	4.31695529273285	NA	0
-9867530.4452	3357769.8635	2792	0.004089979550102	0.004089979550102	2	3.5	3.5	0.707106781186548	MEX	Land	NA	NA	NA	1115.81484230762	TRUE	0.762	0.063064971	4.41131833621434	18.7262524243278	11.1910529181003	480465.58352	0
-9867530.4452	4757769.8635	2799	0.003067484662577	0.003067484662577	1	2	2	NA	USA	Land	NA	NA	NA	1155.98280928592	TRUE	0.92	0.05036092	NA	8.86750943211954	35.7752912125903	3017672.48742	0
-9867530.4452	4957769.8635	2800	0.010863979401606	0.010118051682469	4	5.25	4	4.27200187265877	USA	Land	NA	NA	NA	1080.20111943838	TRUE	0.92	0.05036092	NA	7.90607701884767	40.6709970732241	3017672.48742	0
-9667530.4452	2357769.8635	2861	0	0	1	2	2	NA	MEX	Land	NA	NA	NA	1457.447599443	TRUE	0.762	0.063064971	4	20.5188415547087	2.03058329371544	111158.492579	0
-9667530.4452	2557769.8635	2862	0.006359300476948	0.006359300476948	1	3	3	NA	MEX	Land	NA	NA	NA	2099.7543373494	TRUE	0.762	0.063064971	4	20.0595861091541	2.15016439601577	86623.5802774	0
-9667530.4452	2757769.8635	2863	0.020289745802991	0.004504040388667	10	9.1	9	5.56676646617126	MEX	Land	NA	NA	NA	1435.18958592993	TRUE	0.762	0.063064971	4	19.6848493968363	3.28089530787886	86623.5802774	0
-9667530.4452	2957769.8635	2864	0.019198870951511	0.005828220858896	5	4.8	5	0.836660026534076	MEX	Land	NA	NA	NA	1645.01008913704	TRUE	0.762	0.063064971	4.00583011680179	19.5894579599175	6.01723855088857	3516.86317772	0
-9667530.4452	3157769.8635	2865	0.020523139914929	0.004245179666959	6	5	5	1.67332005306815	MEX	Land	NA	NA	NA	961.438021316033	TRUE	0.762	0.063064971	4.09124983636212	19.9614376754819	10.2165873264869	480465.58352	0
-9667530.4452	3557769.8635	2867	0.007077647839106	0.002556237218814	5	3.2	3	0.836660026534076	USA	Land	NA	NA	NA	353.145512281685	TRUE	0.92	0.05036092	4.44222850785898	19.4499107868633	23.594385717557	43508.3244925	0
-9667530.4452	3757769.8635	2868	0.024028629856851	0.024028629856851	1	4	4	NA	USA	Land	NA	NA	NA	637.05125087506	TRUE	0.92	0.05036092	4.94643357184625	18.4164185163931	30.4917810894796	107280.828263	0
-9667530.4452	4957769.8635	2874	0.005981595092025	0.005981595092025	2	5	5	0	USA	Land	NA	NA	NA	788.442035859975	TRUE	0.92	0.05036092	NA	8.50274731654451	51.6194970805572	3017672.48742	0
-9467530.4452	2557769.8635	2936	0.017142153648547	0.005667620546815	7	9.71428571428571	4	12.8544970822703	MEX	Land	0.880827588254008	0.316172415840215	1.61282758055062	1144.99088353414	TRUE	0.762	0.063064971	4	20.6765294513541	2.600043172951	5891.92420325	0
-9467530.4452	2757769.8635	2937	0.009817637511072	0.003177953980861	10	12.6	3	16.9718721549641	MEX	Land	1.79918022713689	1.08218023458193	2.83231977000833	-7.00249272953883	TRUE	0.762	0.063064971	4	19.8484617682642	4.29517648015516	86623.5802774	0
-9467530.4452	2957769.8635	2938	0.021894488909369	0.006015209650579	4	6.25	6	2.06155281280883	MEX	Land	0.745914892709636	0.389420213415585	1.26406914931028	106.81575080811	TRUE	0.762	0.063064971	4.0310389280035	20.097689345407	7.80548100961933	20901.8524203	0
-9467530.4452	3557769.8635	2941	0.003067484662577	0.003067484662577	1	2	2	NA	USA	Land	NA	NA	NA	158.955225553376	TRUE	0.92	0.05036092	4.37359430241432	19.792156895938	31.4046747421877	10783.7299464	0
-9467530.4452	3757769.8635	2942	0.005623721881391	0.004601226993865	4	3.25	3	1.5	USA	Land	NA	NA	NA	333.296230794739	TRUE	0.92	0.05036092	4.67548947407368	18.7383586591824	39.3202930700266	109420.668865	0
-9467530.4452	3957769.8635	2943	0.043748174116272	0.043748174116272	1	7	7	NA	USA	Land	NA	NA	NA	327.239613161165	TRUE	0.92	0.05036092	5	17.3704835438032	43.6848373643476	109420.668865	0
-9467530.4452	4157769.8635	2944	0.002044989775051	0.002044989775051	1	3	3	NA	USA	Land	NA	NA	NA	358.060663707461	TRUE	0.92	0.05036092	NA	15.7168784210468	47.4392544558449	185816.043577	0
-9467530.4452	4357769.8635	2945	0.029294478527607	0.029294478527607	1	5	5	NA	USA	Land	NA	NA	NA	415.356619611493	TRUE	0.92	0.05036092	NA	14.0525264436963	50.8247765971903	3017672.48742	0
-9467530.4452	4957769.8635	2948	0.001533742331288	0.001533742331288	1	2	2	NA	USA	Land	NA	NA	NA	521.339262562059	TRUE	0.92	0.05036092	NA	8.66943115902521	60.4578524632032	3017672.48742	0
-9267530.4452	2357769.8635	3009	0.026873636513773	0.003711161094036	6	10.5	4.5	16.9558249578132	MEX	Land	0.684605882360655	0.262047059614869	1.53565882391789	23.6835183984437	TRUE	0.762	0.063064971	4	22.1311640819389	3.00708344803736	NA	0
-9267530.4452	2557769.8635	3010	0.007643312101911	0.007643312101911	1	10	10	NA	MEX	Sea	0.191120350468472	0.117958424209375	0.308102843471899	-1475.98739919355	FALSE	0.762	0.063064971	4	21.5402390116826	3.15822150592429	NA	0
